ID	Length	SRX9120574
ENSG00000170175	6999	2267.0
ENSG00000229372	9499	108.0
ENSG00000233538	9999	24634.5
ENSG00000080823	16999	1615.0
ENSG00000149634	4499	594.0
ENSG00000139908	12499	1209.5
ENSG00000094914	3999	206.0
ENSG00000273306	7999	215.5
ENSG00000112576	6999	926.5
ENSG00000198522	6999	691.0
ENSG00000011523	7499	3023.0
ENSG00000122678	12499	1257.5
ENSG00000185049	7499	5285.0
ENSG00000168505	4499	187.0
ENSG00000244165	4499	707.5
ENSG00000177728	4499	493.0
ENSG00000162129	6999	390.0
ENSG00000160683	6499	1519.0
ENSG00000164764	7499	92.5
ENSG00000125355	7499	2279.0
ENSG00000102977	3999	112.5
ENSG00000063176	6999	1299.0
ENSG00000140153	28499	5255.5
ENSG00000019485	5999	59.0
ENSG00000230163	5999	1100.5
ENSG00000258837	4499	64.0
ENSG00000112592	12999	2024.5
ENSG00000112237	11499	489.5
ENSG00000162526	4999	1001.5
ENSG00000084754	6999	500.5
ENSG00000146830	4499	3340.0
ENSG00000206739	3999	120.5
ENSG00000137054	4999	1329.0
ENSG00000237522	15499	979.0
ENSG00000260465	5499	200.5
ENSG00000115266	6499	483.0
ENSG00000139668	5999	154.0
ENSG00000130830	5499	3545.0
ENSG00000113558	6999	6051.5
ENSG00000162188	7499	2076.5
ENSG00000119004	8499	518.0
ENSG00000152253	4999	73.5
ENSG00000260121	7499	994.0
ENSG00000126461	6499	1349.5
ENSG00000213694	8999	774.0
ENSG00000198682	7999	1110.5
ENSG00000238334	8499	6552.5
ENSG00000185813	6999	911.5
ENSG00000143409	3999	291.0
ENSG00000227039	6499	180.0
ENSG00000100997	14999	2355.0
ENSG00000078814	6999	745.0
ENSG00000129673	3999	429.5
ENSG00000258442	6999	523.5
ENSG00000185619	11999	518.5
ENSG00000188672	3999	977.5
ENSG00000111652	7499	368.5
ENSG00000258890	4999	1426.5
ENSG00000111897	6999	607.0
ENSG00000197157	4999	446.0
ENSG00000144031	9999	4152.5
ENSG00000229970	3999	58.0
ENSG00000185090	5499	1177.0
ENSG00000146826	5499	394.5
ENSG00000164985	4999	738.0
ENSG00000259607	4499	176.0
ENSG00000174276	4499	346.5
ENSG00000264333	5499	183.0
ENSG00000164649	7499	208.5
ENSG00000136002	6499	5648.5
ENSG00000115694	8499	95.5
ENSG00000197863	5499	64.0
ENSG00000238290	4499	43.5
ENSG00000126458	5999	138.5
ENSG00000225969	3999	875.0
ENSG00000076685	10999	489.5
ENSG00000254662	7999	2035.5
ENSG00000267957	12499	11257.5
ENSG00000261505	8499	178.5
ENSG00000250900	3999	258.5
ENSG00000197429	5499	710.5
ENSG00000092529	5499	2999.0
ENSG00000165934	4499	143.5
ENSG00000179922	18499	1185.5
ENSG00000253200	6499	282.0
ENSG00000081059	6999	3606.0
ENSG00000118181	10499	133.5
ENSG00000143970	4499	76.0
ENSG00000224384	3999	30.5
ENSG00000263853	6999	370.0
ENSG00000169727	8999	1453.5
ENSG00000207383	5499	1789.5
ENSG00000153048	3999	246.5
ENSG00000267244	6999	714.5
ENSG00000109861	10499	1353.5
ENSG00000241035	7499	493.0
ENSG00000148842	3999	166.5
ENSG00000100445	8499	1587.5
ENSG00000163795	6499	1196.0
ENSG00000105072	4999	337.0
ENSG00000091106	4999	1604.0
ENSG00000163162	6999	1355.0
ENSG00000198912	6499	344.0
ENSG00000119979	3999	247.5
ENSG00000111305	4499	375.5
ENSG00000136932	4499	83.0
ENSG00000167970	5499	231.5
ENSG00000138138	5999	81.0
ENSG00000236540	5999	70.5
ENSG00000115286	3999	229.0
ENSG00000185245	4499	828.0
ENSG00000165644	4499	1002.0
ENSG00000172059	4499	143.0
ENSG00000115761	8999	163.0
ENSG00000163521	6499	568.5
ENSG00000093167	6999	78.5
ENSG00000137274	5999	434.0
ENSG00000103051	7999	348.5
ENSG00000136827	9499	1557.5
ENSG00000169972	12999	1500.5
ENSG00000125779	7999	914.5
ENSG00000131370	4499	581.5
ENSG00000171320	5499	60.5
ENSG00000197982	8999	1151.5
ENSG00000236364	4499	86.0
ENSG00000075856	5999	296.5
ENSG00000178184	9999	583.5
ENSG00000203362	5499	158.5
ENSG00000183172	6499	721.0
ENSG00000101236	14499	785.0
ENSG00000175866	6499	230.5
ENSG00000162191	3999	230.0
ENSG00000232940	6999	76.0
ENSG00000264535	5999	65.0
ENSG00000071994	8499	447.0
ENSG00000168734	3999	54.0
ENSG00000050438	6999	124.0
ENSG00000255748	8999	363.0
ENSG00000108557	12499	4981.0
ENSG00000009724	7499	6545.0
ENSG00000137266	10499	608.0
ENSG00000234166	9499	695.5
ENSG00000168495	5499	209.0
ENSG00000134480	13999	587.0
ENSG00000154305	3999	567.5
ENSG00000157637	5499	410.5
ENSG00000141428	3999	85.5
ENSG00000178935	8999	68.5
ENSG00000126088	4499	99.5
ENSG00000125652	7999	1729.0
ENSG00000269292	7499	3708.5
ENSG00000157350	9999	1310.0
ENSG00000252645	6999	473.5
ENSG00000113356	5499	1306.5
ENSG00000102390	16999	1145.0
ENSG00000100304	14999	2174.0
ENSG00000167676	5499	494.5
ENSG00000055950	10499	1291.5
ENSG00000185246	3999	574.0
ENSG00000059915	6499	406.0
ENSG00000119772	5499	256.5
ENSG00000183155	6499	141.0
ENSG00000166263	6999	97.0
ENSG00000137073	5499	2101.5
ENSG00000106479	4999	220.5
ENSG00000140157	6499	1109.5
ENSG00000234171	4499	85.5
ENSG00000221821	10999	8396.0
ENSG00000179409	7999	926.5
ENSG00000181031	6999	55.5
ENSG00000196923	8499	228.5
ENSG00000141556	11999	328.5
ENSG00000110446	6499	553.5
ENSG00000221322	3999	453.5
ENSG00000076706	9999	2448.0
ENSG00000251793	6499	394.0
ENSG00000106245	6499	660.5
ENSG00000213020	3999	108.0
ENSG00000111684	4999	816.0
ENSG00000100802	3999	42.5
ENSG00000241878	7999	198.5
ENSG00000064995	6499	2152.0
ENSG00000221429	16499	498.0
ENSG00000100104	4499	222.5
ENSG00000108306	7999	802.5
ENSG00000105656	3999	140.5
ENSG00000158062	11499	1804.0
ENSG00000166598	3999	58.5
ENSG00000167476	7499	1392.0
ENSG00000252553	3999	42.5
ENSG00000113231	3999	892.5
ENSG00000207457	4499	36.5
ENSG00000253024	5999	102.0
ENSG00000074276	4499	1857.5
ENSG00000235884	13499	596.5
ENSG00000205138	4499	86.5
ENSG00000105963	6499	609.0
ENSG00000243479	4499	196.0
ENSG00000140104	6499	1806.5
ENSG00000226053	20999	316.5
ENSG00000101473	7499	379.0
ENSG00000178177	5499	317.5
ENSG00000197168	9499	2725.5
ENSG00000225830	20999	572.5
ENSG00000167468	5499	869.5
ENSG00000257553	3999	434.0
ENSG00000047849	5499	1640.5
ENSG00000177628	3999	553.0
ENSG00000126001	6499	236.5
ENSG00000078618	5499	989.0
ENSG00000071073	10499	582.5
ENSG00000272540	3999	3492.0
ENSG00000166333	7499	2568.0
ENSG00000164011	4499	70.0
ENSG00000149716	12999	4002.5
ENSG00000175634	7999	1038.0
ENSG00000225872	7499	212.0
ENSG00000108797	4499	724.0
ENSG00000205578	6499	342.0
ENSG00000197024	3999	52.5
ENSG00000174326	5999	232.0
ENSG00000173214	8499	238.0
ENSG00000196408	5499	320.0
ENSG00000246596	19499	991.0
ENSG00000268996	11999	587.0
ENSG00000261221	5999	216.0
ENSG00000269094	4499	1117.5
ENSG00000112996	9999	806.5
ENSG00000251271	5999	119.0
ENSG00000269656	4499	241.5
ENSG00000022976	6999	489.5
ENSG00000229873	5999	1402.0
ENSG00000255125	7499	1455.0
ENSG00000114742	7499	669.0
ENSG00000227372	4499	164.0
ENSG00000167281	7999	692.5
ENSG00000120314	6999	1089.5
ENSG00000172845	5999	97.0
ENSG00000236308	5999	69.0
ENSG00000223263	8499	94.5
ENSG00000103037	12499	1353.5
ENSG00000187741	8499	410.0
ENSG00000158828	4499	2586.5
ENSG00000116649	3999	402.5
ENSG00000006607	14499	2081.0
ENSG00000178307	6999	303.0
ENSG00000116161	3999	697.5
ENSG00000052344	5499	116.0
ENSG00000158748	4499	317.0
ENSG00000167114	3999	80.5
ENSG00000236991	4999	166.5
ENSG00000166228	6499	1105.5
ENSG00000148225	3999	85.5
ENSG00000128159	7999	376.0
ENSG00000100612	20499	1371.5
ENSG00000167981	3999	265.0
ENSG00000109079	5999	3545.5
ENSG00000154174	8999	308.0
ENSG00000153066	3999	615.0
ENSG00000180720	8499	378.0
ENSG00000168894	4999	228.0
ENSG00000243607	8999	511.0
ENSG00000185507	5999	845.0
ENSG00000196979	6499	3182.0
ENSG00000115825	9499	542.0
ENSG00000235182	8499	411.5
ENSG00000177383	8999	435.0
ENSG00000254470	3999	501.0
ENSG00000107175	6999	334.0
ENSG00000136738	9499	227.5
ENSG00000129187	6499	197.0
ENSG00000231609	4999	68.0
ENSG00000180089	5999	187.5
ENSG00000270605	3999	1121.0
ENSG00000178057	5499	1665.5
ENSG00000185361	3999	1063.5
ENSG00000172171	4499	301.5
ENSG00000251978	6999	272.5
ENSG00000268702	14499	1223.5
ENSG00000169919	7499	4740.5
ENSG00000229097	6499	145.0
ENSG00000136275	13999	668.5
ENSG00000248996	14499	786.5
ENSG00000122557	3999	128.0
ENSG00000133624	5499	80.5
ENSG00000236081	14999	269.5
ENSG00000198931	7499	2236.5
ENSG00000143179	18999	310.0
ENSG00000196118	6999	443.5
ENSG00000269680	6999	655.5
ENSG00000174243	4499	374.0
ENSG00000235663	6999	224.5
ENSG00000176871	5999	1011.0
ENSG00000166888	6999	812.5
ENSG00000250015	10499	943.0
ENSG00000234338	4999	421.0
ENSG00000030582	4499	758.0
ENSG00000132716	5499	2329.0
ENSG00000129317	9999	284.0
ENSG00000224680	4999	354.5
ENSG00000197860	9499	475.0
ENSG00000122477	4499	277.0
ENSG00000125037	4999	72.0
ENSG00000177576	3999	166.5
ENSG00000116809	14499	4310.0
ENSG00000115234	9999	6202.5
ENSG00000010327	9499	806.0
ENSG00000171777	6499	186.5
ENSG00000197043	3999	139.0
ENSG00000172354	11499	2783.5
ENSG00000022567	3999	42.5
ENSG00000161653	6499	805.5
ENSG00000135299	6499	1074.5
ENSG00000233338	12999	252.5
ENSG00000002586	5499	691.5
ENSG00000106089	7999	1062.5
ENSG00000164054	8499	903.0
ENSG00000162976	5999	1473.0
ENSG00000214248	4999	114.0
ENSG00000164885	9499	530.0
ENSG00000113593	4999	591.0
ENSG00000116771	5999	863.5
ENSG00000141965	5999	221.0
ENSG00000023909	4999	254.5
ENSG00000186603	6499	200.0
ENSG00000188383	3999	54.0
ENSG00000111615	5499	555.0
ENSG00000173566	17999	1322.0
ENSG00000224877	12999	1607.5
ENSG00000229334	3999	52.0
ENSG00000186187	4999	54.0
ENSG00000259357	9499	2241.0
ENSG00000137496	4499	447.0
ENSG00000129467	6499	544.0
ENSG00000150093	13499	647.0
ENSG00000272821	4499	150.0
ENSG00000243025	4999	428.0
ENSG00000111252	5499	523.0
ENSG00000141040	4999	73.0
ENSG00000131899	4499	1492.0
ENSG00000166508	3999	1400.0
ENSG00000197582	6499	819.0
ENSG00000174306	13999	1198.0
ENSG00000271380	11999	9183.0
ENSG00000167971	8499	744.0
ENSG00000092330	6999	943.0
ENSG00000113812	8499	404.0
ENSG00000256690	7999	184.5
ENSG00000226645	5499	551.5
ENSG00000255629	4999	1615.0
ENSG00000099797	6999	842.5
ENSG00000138303	4999	142.0
ENSG00000140326	5499	136.5
ENSG00000225855	9499	378.5
ENSG00000159131	5999	692.5
ENSG00000107159	9999	1538.0
ENSG00000048544	17999	677.0
ENSG00000257800	5999	76.5
ENSG00000147679	5499	298.0
ENSG00000178917	7499	245.5
ENSG00000266002	3999	215.5
ENSG00000111364	6999	633.5
ENSG00000130429	6999	2513.5
ENSG00000132300	6499	2883.5
ENSG00000271105	8999	160.5
ENSG00000023191	7499	646.5
ENSG00000127586	3999	153.0
ENSG00000147164	5499	921.0
ENSG00000149084	10999	797.5
ENSG00000173113	3999	567.5
ENSG00000129194	3999	707.0
ENSG00000104903	4999	3257.0
ENSG00000143443	5499	1363.5
ENSG00000169696	5499	982.5
ENSG00000104689	3999	444.0
ENSG00000242195	12999	1501.0
ENSG00000268812	3999	40.0
ENSG00000057608	7499	2101.0
ENSG00000170100	9999	471.0
ENSG00000180448	7999	2572.5
ENSG00000245970	3999	569.0
ENSG00000237080	5999	415.5
ENSG00000252579	5499	217.0
ENSG00000263624	4499	301.0
ENSG00000272173	17999	7305.5
ENSG00000267106	14499	1482.5
ENSG00000213995	8499	422.0
ENSG00000182378	11499	1978.0
ENSG00000189144	7499	127.5
ENSG00000157911	12999	2170.5
ENSG00000087087	5999	131.5
ENSG00000255284	22499	1348.0
ENSG00000206936	3999	30.5
ENSG00000145214	3999	160.0
ENSG00000115841	4999	232.0
ENSG00000124733	7499	2308.5
ENSG00000071794	3999	982.5
ENSG00000160908	13999	345.5
ENSG00000228439	19499	2226.0
ENSG00000197753	10499	3518.5
ENSG00000104218	3999	521.5
ENSG00000135763	10499	232.5
ENSG00000182272	9999	190.0
ENSG00000196741	3999	94.5
ENSG00000130119	9499	1174.5
ENSG00000228302	3999	30.0
ENSG00000161091	6999	1404.5
ENSG00000108518	4999	3317.0
ENSG00000269069	10499	270.0
ENSG00000088035	15999	507.0
ENSG00000196123	14999	818.5
ENSG00000108599	7999	97.5
ENSG00000226742	8999	1913.0
ENSG00000272115	10999	360.0
ENSG00000151474	13999	380.0
ENSG00000257110	5999	693.5
ENSG00000131503	14499	1408.5
ENSG00000205643	9499	864.5
ENSG00000101182	4999	1015.0
ENSG00000093010	4999	72.5
ENSG00000070731	5999	725.5
ENSG00000188242	13499	731.0
ENSG00000230583	5499	911.0
ENSG00000175221	6999	676.0
ENSG00000114656	4999	61.0
ENSG00000260442	7999	485.5
ENSG00000100938	3999	569.0
ENSG00000216197	4999	232.0
ENSG00000165688	23499	3366.0
ENSG00000072958	5499	270.0
ENSG00000163354	6999	842.5
ENSG00000007520	4499	221.5
ENSG00000223764	6999	70.5
ENSG00000151466	3999	343.5
ENSG00000101213	8999	1327.0
ENSG00000068615	3999	1823.5
ENSG00000160883	3999	86.5
ENSG00000141198	3999	971.0
ENSG00000166900	5499	1124.0
ENSG00000184708	3999	249.0
ENSG00000111266	10999	631.5
ENSG00000188026	3999	57.5
ENSG00000266447	3999	353.0
ENSG00000178694	3999	64.5
ENSG00000176909	5499	47.5
ENSG00000121989	7999	582.5
ENSG00000123595	6999	692.5
ENSG00000196663	7999	1414.5
ENSG00000255173	4499	256.5
ENSG00000070182	5999	483.5
ENSG00000149489	6999	391.0
ENSG00000166166	3999	100.0
ENSG00000257702	5499	404.5
ENSG00000167393	3999	203.5
ENSG00000262456	9499	403.0
ENSG00000267281	5499	182.5
ENSG00000232803	7499	714.0
ENSG00000134330	3999	41.0
ENSG00000114473	8999	1431.5
ENSG00000120451	9499	201.5
ENSG00000000460	5499	104.0
ENSG00000177239	10499	1484.5
ENSG00000266341	4999	3052.5
ENSG00000053372	4999	280.5
ENSG00000134684	6999	2488.5
ENSG00000246575	8999	7496.5
ENSG00000117133	4499	165.5
ENSG00000130511	6499	898.5
ENSG00000204574	13499	1345.5
ENSG00000259901	9999	572.0
ENSG00000113048	3999	399.0
ENSG00000261602	8499	7489.5
ENSG00000108788	9499	1652.5
ENSG00000109519	5499	797.5
ENSG00000161980	3999	37.5
ENSG00000245937	4999	66.0
ENSG00000151632	10999	333.5
ENSG00000104671	6499	185.5
ENSG00000272004	3999	670.0
ENSG00000260238	10499	1032.5
ENSG00000159596	6999	1162.5
ENSG00000165637	4999	624.5
ENSG00000158578	9499	1503.0
ENSG00000125733	5999	242.5
ENSG00000183605	4499	271.5
ENSG00000271980	14499	3434.0
ENSG00000260927	7999	4021.0
ENSG00000141349	6999	424.0
ENSG00000120963	11499	177.5
ENSG00000255181	6499	90.5
ENSG00000272507	3999	100.0
ENSG00000161132	7499	313.0
ENSG00000205090	10999	1045.0
ENSG00000185651	6999	1299.5
ENSG00000197622	3999	463.5
ENSG00000188938	3999	303.5
ENSG00000197451	21999	2437.5
ENSG00000099385	10499	148.5
ENSG00000079432	4999	434.5
ENSG00000250917	3999	103.0
ENSG00000092871	5499	547.5
ENSG00000204954	3999	969.5
ENSG00000263015	8499	1542.5
ENSG00000272093	5999	182.5
ENSG00000073169	7999	474.0
ENSG00000174915	15999	1889.5
ENSG00000156150	6999	811.0
ENSG00000107929	5999	195.5
ENSG00000100241	8999	415.0
ENSG00000146918	7499	362.5
ENSG00000213742	6499	78.5
ENSG00000146425	10499	3183.5
ENSG00000151006	8999	1241.5
ENSG00000263335	5999	103.0
ENSG00000244932	5999	152.0
ENSG00000117308	3999	474.5
ENSG00000103266	5999	536.0
ENSG00000271789	4499	225.0
ENSG00000249471	5499	64.0
ENSG00000259732	4999	565.0
ENSG00000235319	6499	176.0
ENSG00000198752	3999	171.5
ENSG00000256771	5999	106.0
ENSG00000181027	12499	3180.0
ENSG00000115211	6999	330.0
ENSG00000267519	4999	292.5
ENSG00000127774	10999	873.5
ENSG00000232941	6499	384.5
ENSG00000233098	4499	2377.0
ENSG00000189077	7999	950.5
ENSG00000140931	9999	4087.0
ENSG00000232600	4999	274.5
ENSG00000169981	7999	131.5
ENSG00000145916	3999	573.5
ENSG00000198951	7999	145.5
ENSG00000198832	4499	170.0
ENSG00000259606	3999	91.5
ENSG00000267020	3999	2990.5
ENSG00000103335	8499	467.0
ENSG00000171084	6499	134.5
ENSG00000232445	5999	1142.5
ENSG00000120725	7499	223.0
ENSG00000268220	8499	1607.5
ENSG00000255557	9999	1461.0
ENSG00000165006	5999	404.0
ENSG00000116254	5499	399.0
ENSG00000260190	5499	61.0
ENSG00000154027	6499	1028.0
ENSG00000221838	8999	423.0
ENSG00000162728	5499	467.5
ENSG00000109736	4999	2420.5
ENSG00000271732	9499	1217.0
ENSG00000261063	3999	862.0
ENSG00000261396	6499	80.0
ENSG00000163754	5499	2042.0
ENSG00000112514	13999	3388.5
ENSG00000263974	10999	844.0
ENSG00000142186	16499	585.0
ENSG00000054282	5999	437.0
ENSG00000171311	9499	1815.0
ENSG00000268948	7499	379.0
ENSG00000260037	4499	458.5
ENSG00000198015	9499	214.0
ENSG00000156976	3999	1675.0
ENSG00000182472	3999	2947.5
ENSG00000110172	8999	388.5
