ID	Length	SRX9120574
ENSG00000116981	7999	98.0
ENSG00000168701	5499	489.0
ENSG00000224870	6999	987.0
ENSG00000143450	5999	342.0
ENSG00000173011	3999	1776.0
ENSG00000005187	4499	371.0
ENSG00000272521	4499	278.0
ENSG00000256512	7499	381.5
ENSG00000169100	6999	4085.0
ENSG00000267512	9999	4432.0
ENSG00000266553	3999	49.0
ENSG00000128191	3999	362.0
ENSG00000151348	7499	148.0
ENSG00000227218	5499	517.0
ENSG00000145287	4499	338.5
ENSG00000266402	8499	1127.5
ENSG00000144028	7999	2445.0
ENSG00000199719	4499	41.5
ENSG00000230224	4999	44.0
ENSG00000170684	7999	451.0
ENSG00000225507	8999	667.5
ENSG00000131653	3999	191.0
ENSG00000125447	12499	349.0
ENSG00000140948	4499	3479.0
ENSG00000158850	11499	793.5
ENSG00000136874	13499	824.0
ENSG00000198805	4999	379.0
ENSG00000162614	5999	1150.0
ENSG00000167765	9999	272.0
ENSG00000127824	3999	304.5
ENSG00000117472	8499	543.0
ENSG00000179564	11999	1248.0
ENSG00000176563	3999	154.5
ENSG00000154473	4499	383.0
ENSG00000238123	7499	88.0
ENSG00000103152	4499	722.5
ENSG00000168090	8999	6324.5
ENSG00000172728	10999	561.0
ENSG00000153551	3999	1130.0
ENSG00000141744	3999	190.5
ENSG00000140859	6999	321.0
ENSG00000075975	8499	976.5
ENSG00000170906	5999	183.5
ENSG00000111671	15999	9163.5
ENSG00000270804	6499	143.5
ENSG00000230637	4499	44.0
ENSG00000178297	6499	15817.5
ENSG00000189362	7499	398.0
ENSG00000146535	6999	457.0
ENSG00000152455	9499	898.5
ENSG00000140398	9999	249.5
ENSG00000176208	9999	503.5
ENSG00000200815	17499	1735.0
ENSG00000175197	5499	785.5
ENSG00000175602	10499	2979.5
ENSG00000109586	11499	4452.5
ENSG00000164169	4499	600.5
ENSG00000069424	6499	809.0
ENSG00000115641	4999	56.0
ENSG00000131019	4999	386.0
ENSG00000151532	4499	159.5
ENSG00000197714	15499	642.0
ENSG00000139350	5499	153.5
ENSG00000106853	8499	162.0
ENSG00000101160	8999	1815.0
ENSG00000110925	13499	876.5
ENSG00000134013	9999	964.0
ENSG00000135040	7999	4559.5
ENSG00000228737	9999	197.0
ENSG00000137486	4499	538.5
ENSG00000267523	14999	1795.5
ENSG00000198909	9499	815.5
ENSG00000185238	4499	159.5
ENSG00000202079	15999	2217.0
ENSG00000115464	5499	280.5
ENSG00000162734	7999	2467.5
ENSG00000199332	5499	100.5
ENSG00000260394	11999	887.5
ENSG00000105671	3999	464.5
ENSG00000205981	16499	3370.5
ENSG00000233085	7999	899.0
ENSG00000171453	7499	108.5
ENSG00000130811	5499	1127.0
ENSG00000248008	8999	262.5
ENSG00000164180	4499	86.0
ENSG00000068079	4999	3367.5
ENSG00000069943	5999	916.5
ENSG00000176485	5999	68.0
ENSG00000066248	4999	560.5
ENSG00000169093	9999	412.5
ENSG00000070366	5999	182.5
ENSG00000176720	5999	284.0
ENSG00000270082	7499	1138.5
ENSG00000178149	9499	3015.5
ENSG00000259948	6499	2046.5
ENSG00000229047	4999	357.0
ENSG00000101365	7999	3746.5
ENSG00000270820	6499	1514.5
ENSG00000189298	5499	52.0
ENSG00000214733	3999	569.0
ENSG00000167695	9499	4474.0
ENSG00000187959	5499	425.0
ENSG00000267395	20999	1936.5
ENSG00000143994	4499	989.5
ENSG00000188833	10999	303.5
ENSG00000204469	8499	1784.5
ENSG00000074855	4499	589.0
ENSG00000122692	7499	2058.0
ENSG00000196081	6999	290.0
ENSG00000131188	3999	3974.5
ENSG00000023318	11499	1120.0
ENSG00000130528	3999	226.0
ENSG00000155252	3999	457.5
ENSG00000188613	4999	4114.0
ENSG00000214347	11999	9907.5
ENSG00000134575	6999	290.0
ENSG00000243491	3999	67.0
ENSG00000102384	6499	985.5
ENSG00000268313	4499	20450.0
ENSG00000093144	8999	736.0
ENSG00000083844	9999	396.0
ENSG00000173531	5499	316.0
ENSG00000272579	6999	1735.0
ENSG00000233429	7499	419.0
ENSG00000184788	5499	1389.5
ENSG00000162520	7999	1569.0
ENSG00000253445	7499	2050.5
ENSG00000101082	4999	718.5
ENSG00000149929	11999	1585.0
ENSG00000177731	10499	969.0
ENSG00000196470	5499	2021.5
ENSG00000264066	5499	1184.0
ENSG00000127419	9999	422.0
ENSG00000237611	4499	530.5
ENSG00000267755	6999	367.5
ENSG00000230064	8499	1497.0
ENSG00000188710	9999	2731.5
ENSG00000173349	11499	1167.5
ENSG00000162542	4499	300.5
ENSG00000259780	8499	361.5
ENSG00000126351	4499	479.0
ENSG00000261759	6499	1388.5
ENSG00000164638	8999	1924.0
ENSG00000092203	6999	1084.5
ENSG00000008256	5499	353.5
ENSG00000255114	4499	901.5
ENSG00000135749	7499	380.0
ENSG00000234222	5499	75.5
ENSG00000105497	3999	45.5
ENSG00000115816	4999	181.0
ENSG00000273489	8999	1949.0
ENSG00000197670	11999	8179.5
ENSG00000089094	7999	978.5
ENSG00000165714	16999	1085.0
ENSG00000178342	4499	1549.0
ENSG00000139626	6999	955.0
ENSG00000205476	5499	548.5
ENSG00000256453	6499	1050.0
ENSG00000145041	4999	2188.0
ENSG00000100426	4999	84.5
ENSG00000174943	4999	962.0
ENSG00000261101	6499	61.0
ENSG00000183011	16999	870.5
ENSG00000078237	7499	364.0
ENSG00000214049	4499	191.0
ENSG00000235079	4499	397.0
ENSG00000273226	4999	3604.0
ENSG00000147119	9499	687.5
ENSG00000130489	4999	341.0
ENSG00000169679	4499	319.0
ENSG00000108064	8499	345.0
ENSG00000151164	5499	965.5
ENSG00000157045	6999	1049.0
ENSG00000269371	3999	494.0
ENSG00000167625	6999	1092.0
ENSG00000161547	4999	1483.5
ENSG00000262873	17499	473.0
ENSG00000269968	3999	26674.5
ENSG00000243697	21999	724.5
ENSG00000226800	10999	376.0
ENSG00000160226	5999	1701.5
ENSG00000143384	4499	313.0
ENSG00000229637	3999	345.5
ENSG00000272155	5999	1273.5
ENSG00000005448	3999	216.0
ENSG00000197766	6499	684.0
ENSG00000143393	9499	1377.0
ENSG00000173418	4499	1060.0
ENSG00000254964	4999	101.5
ENSG00000133193	12499	739.0
ENSG00000184524	9499	232.0
ENSG00000167644	5499	577.0
ENSG00000136933	7499	13448.0
ENSG00000253051	4499	124.0
ENSG00000268302	8499	1620.5
ENSG00000196935	9499	354.0
ENSG00000197008	9999	238.5
ENSG00000174521	3999	137.0
ENSG00000180902	3999	61.0
ENSG00000100079	4999	2014.0
ENSG00000272606	4499	50.0
ENSG00000255966	9999	4020.5
ENSG00000101331	7499	135.5
ENSG00000080371	4499	46.5
ENSG00000260304	3999	187.0
ENSG00000103852	7499	787.5
ENSG00000203469	4999	4301.5
ENSG00000143248	18499	616.5
ENSG00000160049	7499	580.0
ENSG00000187510	4499	803.0
ENSG00000152784	7499	390.5
ENSG00000167637	13999	266.5
ENSG00000251712	6499	232.0
ENSG00000127191	4499	127.0
ENSG00000269998	5499	52.0
ENSG00000188206	5999	71.0
ENSG00000131969	7999	1276.5
ENSG00000177463	6499	103.5
ENSG00000263326	4999	73.0
ENSG00000150779	3999	1073.5
ENSG00000104147	11999	3997.0
ENSG00000124574	6999	391.5
ENSG00000135766	12999	902.5
ENSG00000102796	8999	239.5
ENSG00000257270	4999	541.0
ENSG00000155506	6999	625.0
ENSG00000142513	10499	2607.0
ENSG00000254545	5999	122.0
ENSG00000090612	4499	39.5
ENSG00000268745	7999	311.5
ENSG00000264756	3999	459.0
ENSG00000265971	5499	53.0
ENSG00000141140	3999	352.5
ENSG00000263859	10999	1594.0
ENSG00000099822	5999	478.0
ENSG00000213590	7999	2371.5
ENSG00000167549	7499	736.0
ENSG00000169228	7999	4023.5
ENSG00000164543	16499	1320.0
ENSG00000146858	4999	947.5
ENSG00000269910	15999	822.5
ENSG00000135502	6499	317.5
ENSG00000158792	9499	591.5
ENSG00000067606	3999	314.5
ENSG00000159023	3999	120.0
ENSG00000175832	8499	1414.0
ENSG00000261766	7499	73.0
ENSG00000113328	8499	1043.0
ENSG00000163918	5499	7504.5
ENSG00000167196	6999	86.0
ENSG00000170312	11999	448.5
ENSG00000099625	6499	743.5
ENSG00000254869	5999	72.0
ENSG00000228201	6499	318.5
ENSG00000079459	7999	6162.5
ENSG00000156110	6999	137.5
ENSG00000270195	7499	785.5
ENSG00000119408	6499	1926.5
ENSG00000228703	8999	471.0
ENSG00000156453	3999	390.5
ENSG00000214455	5999	1085.5
ENSG00000266469	4999	3328.5
ENSG00000162073	7499	1225.5
ENSG00000100441	4999	232.0
ENSG00000123342	4499	124.0
ENSG00000221016	6999	2713.5
ENSG00000197702	4999	214.0
ENSG00000109929	4999	98.0
ENSG00000267783	8499	2198.0
ENSG00000117724	4999	330.5
ENSG00000196588	8999	444.0
ENSG00000002330	4999	562.0
ENSG00000106244	6499	2052.5
ENSG00000160392	5999	136.5
ENSG00000137288	6999	751.5
ENSG00000119729	9999	321.0
ENSG00000171608	12999	2699.0
ENSG00000121766	6999	187.5
ENSG00000233101	20999	8395.5
ENSG00000159140	19499	1847.5
ENSG00000144747	5499	81.5
ENSG00000168078	6999	1140.0
ENSG00000150756	7999	142.0
ENSG00000078699	6999	259.0
ENSG00000008323	8499	3603.5
ENSG00000135537	4499	33.0
ENSG00000144535	3999	52.0
ENSG00000272760	3999	100.0
ENSG00000176029	4499	196.5
ENSG00000259715	3999	171.5
ENSG00000109805	6999	216.5
ENSG00000237836	6999	230.0
ENSG00000111361	4999	380.0
ENSG00000224186	5499	290.5
ENSG00000129235	6999	202.5
ENSG00000266962	16999	1175.0
ENSG00000197885	5499	1110.5
ENSG00000100413	10999	144.5
ENSG00000100523	7499	285.5
ENSG00000203667	19499	20215.0
ENSG00000152465	4999	128.5
ENSG00000109111	8999	124.0
ENSG00000067369	5999	1009.0
ENSG00000261963	3999	84.5
ENSG00000234793	6499	89.5
ENSG00000168872	5999	374.0
ENSG00000258285	4999	1240.0
ENSG00000180929	13499	2220.5
ENSG00000171790	7499	841.0
ENSG00000222019	3999	75.5
ENSG00000121152	3999	303.0
ENSG00000049167	7999	169.5
ENSG00000122566	5999	1460.0
ENSG00000176125	9999	1878.0
ENSG00000273253	12365	988.0
ENSG00000114904	4499	1356.5
ENSG00000233223	24999	8157.5
ENSG00000234741	11499	1966.0
ENSG00000090565	4499	92.5
ENSG00000161714	11499	2438.0
ENSG00000258471	3999	149.5
ENSG00000086232	3999	205.5
ENSG00000162241	3999	30.0
ENSG00000264391	5499	1621.0
ENSG00000262533	6999	750.5
ENSG00000006530	10999	1567.5
ENSG00000221324	3999	776.0
ENSG00000260107	11499	1012.5
ENSG00000108309	9499	2469.0
ENSG00000160917	9499	358.5
ENSG00000248278	12499	1497.5
ENSG00000103056	7499	181.5
ENSG00000100865	4499	237.0
ENSG00000132436	10499	463.0
ENSG00000269890	3999	44.0
ENSG00000224099	7499	988.0
ENSG00000221869	8499	402.0
ENSG00000155545	3999	203.5
ENSG00000259250	6499	4338.5
ENSG00000102158	5499	374.5
ENSG00000078900	4499	128.5
ENSG00000256658	7999	2747.0
ENSG00000207291	9499	1306.5
ENSG00000197603	7499	139.0
ENSG00000120693	3999	27.0
ENSG00000223802	5999	2442.0
ENSG00000130255	5499	1297.0
ENSG00000112578	4999	1586.5
ENSG00000152133	8999	4172.0
ENSG00000212768	3999	2150.5
ENSG00000230530	4999	655.0
ENSG00000146063	8999	19310.5
ENSG00000075275	13499	397.0
ENSG00000102103	3999	727.5
ENSG00000177082	5499	345.0
ENSG00000186814	10499	900.5
ENSG00000180776	3999	3293.0
ENSG00000156735	11499	315.0
ENSG00000177700	3999	424.5
ENSG00000168291	5499	353.0
ENSG00000164620	9999	185.5
ENSG00000188283	4999	160.0
ENSG00000260500	4999	473.0
ENSG00000008838	3999	327.5
ENSG00000072310	6499	240.0
ENSG00000268543	5499	40.0
ENSG00000272982	6999	62.5
ENSG00000266721	5499	752.0
ENSG00000071462	4499	33.0
ENSG00000254595	6499	714.0
ENSG00000228474	5999	193.5
ENSG00000162076	8499	345.0
ENSG00000064932	3999	2009.0
ENSG00000185033	3999	605.5
ENSG00000261039	5499	110.0
ENSG00000136490	4499	1138.0
ENSG00000183955	7499	472.5
ENSG00000165646	6499	2021.5
ENSG00000171314	4499	925.0
ENSG00000267350	4499	1549.0
ENSG00000183684	6499	554.0
ENSG00000255108	4499	869.5
ENSG00000167721	18499	537.5
ENSG00000241258	9499	492.5
ENSG00000100461	6499	196.5
ENSG00000185043	5999	1163.0
ENSG00000128059	5499	174.0
ENSG00000129951	9499	12271.0
ENSG00000135912	4999	314.0
ENSG00000228506	6499	359.0
ENSG00000116761	5999	394.0
ENSG00000136936	6499	1733.5
ENSG00000175556	4999	54.0
ENSG00000244300	8999	499.0
ENSG00000179085	11499	1754.5
ENSG00000119723	4999	705.5
ENSG00000231131	7499	855.0
ENSG00000166482	4999	380.0
ENSG00000165837	4499	58.5
ENSG00000171861	5499	218.5
ENSG00000165898	7499	559.5
ENSG00000108528	10499	245.5
ENSG00000167978	7999	139.5
ENSG00000148339	5999	149.0
ENSG00000099968	5499	841.0
ENSG00000204856	4499	775.0
ENSG00000180198	5499	91.0
ENSG00000255857	10999	1118.5
ENSG00000259006	21499	1093.5
ENSG00000205022	4499	409.0
ENSG00000089048	4499	160.5
ENSG00000150593	5499	156.5
ENSG00000252447	5499	300.5
ENSG00000230055	9499	580.5
ENSG00000203602	5999	141.5
ENSG00000185860	4499	129.5
ENSG00000134278	3999	114.5
ENSG00000188760	7999	158.0
ENSG00000107341	4499	608.0
ENSG00000223198	7999	80.5
ENSG00000185745	8999	303.5
ENSG00000119401	5999	338.5
ENSG00000196705	5499	111.0
ENSG00000125534	10999	601.0
ENSG00000157500	3999	152.5
ENSG00000259661	3999	176.0
ENSG00000105723	6999	987.5
ENSG00000146904	9499	2636.5
ENSG00000138172	6999	1443.5
ENSG00000165462	14999	1299.0
ENSG00000162924	12499	270.0
ENSG00000102981	3999	106.5
ENSG00000131788	8499	548.0
ENSG00000273015	4499	75.5
ENSG00000204511	6999	2978.0
ENSG00000223705	5999	1002.5
ENSG00000105655	15499	1031.5
ENSG00000265150	5999	134.0
ENSG00000173614	4499	70.0
ENSG00000109956	3999	185.0
ENSG00000130821	9499	2307.5
ENSG00000136816	8499	1311.5
ENSG00000166575	5499	79.5
ENSG00000175548	5999	154.5
ENSG00000073792	8999	417.0
ENSG00000184956	11999	759.5
ENSG00000166313	5499	285.0
ENSG00000117152	4499	862.0
ENSG00000207129	4499	56.5
ENSG00000213380	9499	451.0
ENSG00000165609	3999	252.0
ENSG00000135404	4499	39.0
ENSG00000272836	4999	323.5
ENSG00000125967	13499	1225.0
ENSG00000113597	4999	512.5
ENSG00000273271	6999	515.5
ENSG00000269728	4999	1076.5
ENSG00000175115	4499	344.0
ENSG00000188486	6499	1029.0
ENSG00000259792	4499	542.0
ENSG00000161981	7499	314.0
ENSG00000272667	6499	117.5
ENSG00000269921	7999	1323.0
ENSG00000154511	10499	1413.0
ENSG00000087152	4999	957.0
ENSG00000269979	6499	254.0
ENSG00000176222	26999	536.0
ENSG00000183979	4999	671.5
ENSG00000160294	5999	142.0
ENSG00000118046	7499	405.0
ENSG00000232119	9499	1271.5
ENSG00000268530	16499	2330.0
ENSG00000224066	4499	128.0
ENSG00000155229	8499	1010.0
ENSG00000005075	5499	357.0
ENSG00000158483	4999	137.0
ENSG00000214087	5499	135.0
ENSG00000130706	21499	805.5
ENSG00000160325	5999	478.5
ENSG00000262454	4999	81.5
ENSG00000268521	5999	83.5
ENSG00000106305	3999	3439.0
ENSG00000100412	6999	526.0
ENSG00000136918	3999	587.5
ENSG00000232530	4999	1061.0
ENSG00000137700	4999	505.5
ENSG00000126787	6999	1289.5
ENSG00000250107	8999	741.0
ENSG00000163382	7499	1598.0
ENSG00000133028	8499	1316.5
ENSG00000148803	3999	46.0
ENSG00000145901	10999	276.0
ENSG00000260924	7999	1745.0
ENSG00000187325	11999	4869.5
ENSG00000242553	4499	77.5
ENSG00000261434	10499	1254.0
ENSG00000168890	6499	339.5
ENSG00000082516	8999	889.0
ENSG00000111196	5999	153.0
ENSG00000186364	7499	774.5
ENSG00000258430	5999	1934.5
ENSG00000271912	4999	636.0
ENSG00000230929	3999	2652.0
ENSG00000121316	6499	3660.0
ENSG00000187742	7999	193.0
ENSG00000203761	7499	186.0
ENSG00000224250	4999	1243.5
ENSG00000264004	4999	299.0
ENSG00000161179	10499	3674.0
ENSG00000132005	7999	697.5
ENSG00000260570	8499	650.5
ENSG00000174939	4499	198.5
ENSG00000120437	10499	2336.0
ENSG00000267344	4999	39.0
ENSG00000171241	3999	257.5
ENSG00000135049	4499	138.5
ENSG00000122034	9999	590.5
ENSG00000155749	3999	1047.5
ENSG00000260122	3999	71.5
ENSG00000051620	3999	229.0
ENSG00000185404	4999	83.5
ENSG00000205885	6999	218.5
ENSG00000214941	4999	1007.5
ENSG00000138297	7999	4463.0
ENSG00000100216	5499	1439.0
ENSG00000185291	13499	20751.0
ENSG00000135185	5499	742.0
ENSG00000157483	12499	519.5
ENSG00000143977	6999	4062.0
ENSG00000235919	6999	120.5
ENSG00000174871	4999	308.5
ENSG00000261240	5499	148.0
ENSG00000140939	6499	211.0
ENSG00000171155	14999	446.5
ENSG00000244879	4499	151.0
ENSG00000107618	11999	1051.5
ENSG00000261641	9499	561.0
ENSG00000042493	10499	275.0
ENSG00000100027	8499	622.0
ENSG00000264443	4499	333.0
ENSG00000260005	4999	106.5
ENSG00000267615	6999	818.0
ENSG00000264149	7499	4604.5
ENSG00000125753	4499	330.5
ENSG00000180638	3999	2707.0
ENSG00000008277	8499	577.5
ENSG00000187699	9999	359.5
ENSG00000130363	4499	46.0
ENSG00000206013	12499	549.5
ENSG00000117601	18999	366.0
ENSG00000215458	5499	568.0
ENSG00000176018	3999	1187.5
ENSG00000083520	3999	192.0
ENSG00000135587	11499	315.0
ENSG00000039319	4499	237.5
ENSG00000170222	9499	480.0
ENSG00000101447	3999	313.0
ENSG00000187634	4999	791.5
ENSG00000244151	12499	1776.5
ENSG00000226752	4499	2017.0
ENSG00000132305	20499	3228.5
ENSG00000068394	4999	120.5
ENSG00000186230	4499	114.0
ENSG00000204628	6999	852.0
ENSG00000056736	6499	464.0
ENSG00000143303	13499	15604.0
ENSG00000149792	6999	612.5
ENSG00000169692	6999	857.5
ENSG00000160179	6999	146.0
ENSG00000255753	3999	51.0
ENSG00000229635	24499	2729.0
ENSG00000180357	5999	1173.5
ENSG00000070423	6499	182.5
ENSG00000072182	4499	1431.5
ENSG00000117419	6999	621.5
ENSG00000122359	3999	67.0
ENSG00000023572	4499	336.0
ENSG00000065060	5999	208.0
ENSG00000227329	11499	184.0
ENSG00000151500	9499	1172.5
ENSG00000204560	13499	574.5
ENSG00000103248	5999	68.5
ENSG00000088340	4499	188.0
ENSG00000126767	4499	361.5
ENSG00000182196	9499	554.0
ENSG00000264235	7999	1195.5
ENSG00000115446	6999	85.5
ENSG00000177225	7999	1294.0
ENSG00000067365	4499	49.0
ENSG00000198825	3999	1659.0
ENSG00000204791	9999	166.0
ENSG00000254144	4499	111.5
ENSG00000213965	4999	233.0
ENSG00000171163	4999	837.0
ENSG00000114416	6499	278.0
ENSG00000119471	3999	706.0
ENSG00000187134	3999	45.5
ENSG00000152102	9499	443.5
ENSG00000260853	6499	444.5
ENSG00000127463	4999	222.5
ENSG00000255121	4999	126.0
ENSG00000231793	5499	1734.5
ENSG00000266640	5499	99.5
ENSG00000225439	7499	8664.5
ENSG00000136868	4999	47.5
ENSG00000204634	4999	584.5
ENSG00000146733	3999	317.5
ENSG00000258504	11499	296.0
ENSG00000256628	9499	376.5
ENSG00000270728	8499	921.5
ENSG00000100033	7499	97.0
ENSG00000204220	8999	3743.5
ENSG00000258424	4999	722.5
ENSG00000010361	8999	1232.0
ENSG00000233838	15999	1488.5
ENSG00000259952	10499	2423.0
ENSG00000225419	4499	862.0
ENSG00000155827	4999	235.5
ENSG00000089737	5999	533.0
ENSG00000224063	3999	200.5
ENSG00000164961	3999	311.5
ENSG00000076067	15999	3872.0
ENSG00000124140	5999	732.0
ENSG00000224616	4999	36.5
ENSG00000197586	5499	428.0
ENSG00000185669	6999	81.0
ENSG00000171631	6999	49.5
ENSG00000175029	5499	1151.5
ENSG00000188725	7499	545.5
ENSG00000273151	8499	2506.0
ENSG00000116903	4499	114.0
ENSG00000144596	4999	898.5
ENSG00000029725	5999	256.0
ENSG00000174606	4499	199.0
ENSG00000102144	3999	2521.0
ENSG00000174579	4499	113.0
ENSG00000145014	4499	185.5
ENSG00000254402	4499	651.5
ENSG00000139540	6499	1996.0
ENSG00000159377	4999	2073.0
ENSG00000184436	9499	937.5
ENSG00000213977	5999	618.0
ENSG00000226950	4499	129.0
ENSG00000256469	4499	265.5
ENSG00000104886	4499	518.5
ENSG00000235056	5999	74.0
ENSG00000148335	4499	864.0
ENSG00000243055	3999	29.0
ENSG00000178229	4999	84.5
ENSG00000262227	4499	195.5
ENSG00000239103	8499	449.5
ENSG00000108961	5999	369.0
ENSG00000167671	6499	478.5
ENSG00000114503	12499	2108.5
ENSG00000162959	10499	222.0
ENSG00000141741	6499	894.0
ENSG00000137845	8499	659.5
ENSG00000168591	3999	1340.0
ENSG00000263709	3999	40.0
ENSG00000226029	8499	326.0
ENSG00000183307	8499	897.0
ENSG00000228343	4499	5314.5
ENSG00000272087	3999	888.5
ENSG00000145632	5999	3390.0
ENSG00000118369	5499	51.5
ENSG00000270296	8499	68.5
ENSG00000103254	3999	128.0
ENSG00000180098	4499	809.0
ENSG00000148835	4499	128.5
ENSG00000105438	4999	805.0
ENSG00000171700	14499	723.0
ENSG00000129007	6999	694.5
ENSG00000131013	7499	208.0
ENSG00000171307	12499	1006.5
ENSG00000126214	9499	264.0
ENSG00000099889	10999	1517.0
ENSG00000119231	4999	4514.5
ENSG00000250379	3999	142.0
ENSG00000158406	4499	74.5
ENSG00000130584	10999	2069.0
ENSG00000127081	7999	168.5
ENSG00000154079	4499	94.0
ENSG00000169598	6999	1256.5
ENSG00000271936	5499	213.0
ENSG00000272911	16499	5230.0
ENSG00000272777	8999	1600.0
ENSG00000207955	4999	1121.0
ENSG00000272223	9499	2129.5
ENSG00000119333	9999	1660.5
ENSG00000163938	3999	411.5
ENSG00000166004	10999	1954.5
ENSG00000259049	4499	864.5
ENSG00000072110	3999	441.0
ENSG00000178921	8499	543.0
ENSG00000148606	4499	86.0
ENSG00000134371	11499	280.5
ENSG00000116005	4499	197.0
ENSG00000103035	6999	353.0
ENSG00000100139	6999	548.0
ENSG00000200127	7999	716.0
ENSG00000198298	3999	66.5
ENSG00000199787	4499	277.0
ENSG00000124532	3999	91.0
ENSG00000255468	5499	126.5
ENSG00000178814	11999	94.5
ENSG00000204619	3999	236.5
ENSG00000180879	6999	995.0
ENSG00000139133	7499	574.0
ENSG00000164219	7499	228.5
ENSG00000158042	4999	56.5
ENSG00000269161	5999	165.5
ENSG00000002016	4999	5349.0
ENSG00000106976	7999	915.5
ENSG00000134531	3999	1579.5
ENSG00000165525	4499	165.5
ENSG00000108551	3999	662.5
ENSG00000215277	4499	630.0
ENSG00000107959	4499	929.5
ENSG00000170145	11499	1219.5
ENSG00000182473	3999	166.0
ENSG00000145642	6999	1628.0
ENSG00000079462	13499	1700.5
ENSG00000135052	5499	949.0
ENSG00000143494	5999	941.0
ENSG00000255443	22999	2865.5
ENSG00000090661	4499	150.5
ENSG00000227751	21999	4818.0
ENSG00000236618	4999	2172.5
ENSG00000125149	10999	764.5
ENSG00000272854	6999	246.0
ENSG00000100416	8499	808.5
ENSG00000167136	7999	487.0
ENSG00000197903	5499	618.0
ENSG00000155008	5999	1721.0
ENSG00000163328	4999	280.0
ENSG00000163507	11001	397.0
ENSG00000143314	8499	611.5
ENSG00000169962	7499	1270.0
ENSG00000214029	3999	37.5
ENSG00000081377	3999	297.5
ENSG00000213221	11499	1250.5
ENSG00000262482	7499	547.0
ENSG00000154118	13999	1183.5
ENSG00000269984	5499	158.0
ENSG00000139233	6999	196.5
ENSG00000197798	5999	1402.0
ENSG00000176868	6499	5373.5
ENSG00000158373	4999	108.5
ENSG00000215493	5999	226.0
ENSG00000142669	4999	779.5
ENSG00000187764	11499	447.0
ENSG00000108107	4999	428.0
ENSG00000168763	7999	457.0
ENSG00000223485	4499	24.5
ENSG00000164056	4999	245.5
ENSG00000185475	6499	665.5
ENSG00000136867	6499	644.5
ENSG00000121931	3999	237.5
ENSG00000060237	6499	655.5
ENSG00000186471	5499	391.0
ENSG00000154920	4999	8127.0
ENSG00000243679	9499	699.5
ENSG00000100979	4999	920.0
ENSG00000178385	7499	358.0
ENSG00000099817	4499	484.5
ENSG00000136950	4999	483.5
ENSG00000167257	8499	968.0
ENSG00000226055	5999	743.0
ENSG00000111752	8499	1700.0
ENSG00000161682	8499	2100.5
ENSG00000272993	4499	385.5
ENSG00000113555	14999	1121.0
ENSG00000152556	4999	582.0
ENSG00000146909	3999	110.0
ENSG00000181817	4999	60.0
ENSG00000082014	7499	1277.5
ENSG00000264063	28999	4999.5
ENSG00000148248	3999	607.0
ENSG00000182611	5999	238.0
ENSG00000087053	11499	1112.0
ENSG00000089876	5499	1009.0
ENSG00000100823	4999	976.5
ENSG00000196361	7499	3234.5
ENSG00000185065	3999	154.0
ENSG00000255031	8999	245.0
ENSG00000259972	7999	923.0
ENSG00000087502	7999	305.0
ENSG00000271914	11999	2445.5
ENSG00000119878	4499	45.0
ENSG00000254064	7999	1446.5
ENSG00000149485	6499	2303.5
ENSG00000185633	5499	1711.5
ENSG00000236714	5999	95.0
ENSG00000149346	6999	721.5
ENSG00000248015	8999	454.5
ENSG00000239704	7999	144.0
ENSG00000070388	8999	637.5
ENSG00000182087	6499	549.0
ENSG00000145555	3999	694.5
ENSG00000076201	10499	879.5
ENSG00000160813	5999	2466.5
ENSG00000107130	3999	107.5
ENSG00000170734	7999	1281.0
ENSG00000122952	4999	273.0
ENSG00000177663	5499	85.5
ENSG00000197771	6999	551.0
ENSG00000182095	8499	565.5
ENSG00000150977	8499	1015.0
ENSG00000094880	8499	3284.0
ENSG00000225377	9999	347.5
ENSG00000100522	4999	1382.5
ENSG00000164574	4499	103.5
ENSG00000151014	9499	444.5
ENSG00000105750	3999	47.0
ENSG00000007923	7499	583.0
ENSG00000067829	12999	214.5
ENSG00000168906	15499	1723.0
ENSG00000145912	8499	1290.5
ENSG00000227543	4499	317.0
ENSG00000147144	11999	1176.5
ENSG00000237190	4999	394.0
ENSG00000204934	7999	264.5
ENSG00000016864	8499	990.0
ENSG00000156381	9499	1018.0
ENSG00000124098	5499	2644.0
ENSG00000231652	4499	128.0
ENSG00000176974	12499	2362.0
ENSG00000161594	7499	1074.0
ENSG00000100918	4499	462.0
ENSG00000257218	4999	1588.0
ENSG00000252503	5999	464.0
ENSG00000130713	5999	683.0
ENSG00000216867	4999	662.5
ENSG00000179271	9499	3594.0
ENSG00000204564	9999	477.0
ENSG00000105996	3999	253.0
ENSG00000254501	4499	485.5
ENSG00000148204	4499	599.5
ENSG00000140941	10499	2819.5
ENSG00000143319	4499	161.0
ENSG00000236675	6499	422.0
ENSG00000235423	5499	168.5
ENSG00000169718	5499	1076.0
ENSG00000268885	6999	144.5
ENSG00000114978	4499	373.0
ENSG00000121957	6999	424.0
ENSG00000230499	8499	362.5
ENSG00000256569	4499	933.0
ENSG00000268810	6499	87.5
ENSG00000171421	5999	459.0
ENSG00000263966	3999	555.0
ENSG00000126603	11999	203.5
ENSG00000065548	9499	605.0
ENSG00000103044	3999	3242.5
ENSG00000090487	16499	584.0
ENSG00000095059	3999	98.0
ENSG00000111664	4499	1517.0
ENSG00000163239	4999	805.0
