ID	Length	SRX6637057	SRX6637058	SRX6637059	SRX6637060
ENSG00000200448	7499	0.0	2.0	152.0	127.0
ENSG00000225329	5999	2.0	4.0	354.0	188.0
ENSG00000214455	7499	72.0	60.0	167.0	245.0
ENSG00000266469	4999	816.0	520.0	569.0	657.0
ENSG00000162073	4999	242.0	182.0	42.0	38.0
ENSG00000272593	3999	13.0	9.0	48.0	38.0
ENSG00000116819	10999	1569.0	1571.0	1295.0	1329.0
ENSG00000251794	18499	554.0	460.0	739.0	742.0
ENSG00000092295	5999	26.0	32.0	105.0	84.0
ENSG00000109929	4999	118.0	124.0	66.0	110.0
ENSG00000178607	3999	1.0	0.0	37.0	74.0
ENSG00000230140	9499	8.0	8.0	153.0	159.0
ENSG00000213032	24999	241.0	235.0	1038.0	829.0
ENSG00000196588	13499	604.0	421.0	705.0	831.0
ENSG00000116741	5499	44.0	53.0	42.0	113.0
ENSG00000248980	9499	0.0	0.0	125.0	85.0
ENSG00000002330	11999	1239.0	956.0	353.0	488.0
ENSG00000186567	6999	2.0	5.0	134.0	133.0
ENSG00000106244	6999	1128.0	966.0	1260.0	1566.0
ENSG00000137288	18999	3330.0	2169.0	2091.0	2465.0
ENSG00000154124	17999	1031.0	953.0	1740.0	1723.0
ENSG00000235664	7999	30.0	25.0	335.0	303.0
ENSG00000108256	24499	13.0	12.0	411.0	323.0
ENSG00000008311	6499	282.0	322.0	496.0	525.0
ENSG00000272742	8999	163.0	222.0	308.0	420.0
ENSG00000260228	7999	223.0	238.0	139.0	148.0
ENSG00000156219	29999	830.0	868.0	648.0	792.0
ENSG00000107223	42999	2894.0	2484.0	3029.0	3314.0
ENSG00000227946	10499	13.0	27.0	132.0	144.0
ENSG00000185955	19999	20.0	29.0	919.0	755.0
ENSG00000184414	12499	411.0	352.0	576.0	588.0
ENSG00000132694	23999	31.0	34.0	1579.0	1232.0
ENSG00000224186	5999	340.0	220.0	465.0	594.0
ENSG00000129235	6999	100.0	125.0	168.0	155.0
ENSG00000149582	5499	25.0	35.0	55.0	80.0
ENSG00000197885	15499	853.0	903.0	834.0	1128.0
ENSG00000100413	23499	806.0	651.0	1213.0	1303.0
ENSG00000175414	8499	145.0	122.0	115.0	116.0
ENSG00000100523	7499	233.0	142.0	27.0	60.0
ENSG00000034713	3999	4.0	7.0	82.0	140.0
ENSG00000152465	4999	38.0	39.0	91.0	94.0
ENSG00000234793	13499	228.0	125.0	654.0	533.0
ENSG00000143157	11999	529.0	597.0	201.0	322.0
ENSG00000252557	5499	332.0	261.0	151.0	155.0
ENSG00000151725	9499	89.0	64.0	249.0	217.0
ENSG00000168872	5999	163.0	155.0	396.0	285.0
ENSG00000207116	8999	2.0	6.0	78.0	111.0
ENSG00000223878	4999	28.0	13.0	122.0	129.0
ENSG00000122566	14499	275.0	224.0	2901.0	2652.0
ENSG00000176125	7999	2118.0	1949.0	1092.0	876.0
ENSG00000162434	7999	408.0	427.0	266.0	287.0
ENSG00000111300	11499	821.0	894.0	1043.0	998.0
ENSG00000252807	8499	0.0	0.0	96.0	82.0
ENSG00000114904	4499	765.0	988.0	832.0	1248.0
ENSG00000104133	9499	1665.0	2008.0	954.0	1110.0
ENSG00000234741	38999	1421.0	1587.0	3352.0	3340.0
ENSG00000233223	14999	16500.0	15551.0	15338.0	15428.0
ENSG00000267309	3999	5.0	4.0	45.0	52.0
ENSG00000106991	12499	2091.0	1879.0	720.0	773.0
ENSG00000258471	6499	262.0	225.0	189.0	214.0
ENSG00000086232	12999	742.0	859.0	368.0	313.0
ENSG00000264391	4999	789.0	825.0	755.0	831.0
ENSG00000224987	13499	4.0	7.0	557.0	396.0
ENSG00000221324	5999	257.0	313.0	178.0	288.0
ENSG00000006530	14999	268.0	248.0	293.0	321.0
ENSG00000142273	7999	896.0	828.0	706.0	628.0
ENSG00000232646	6999	96.0	67.0	119.0	101.0
ENSG00000092020	4999	301.0	423.0	317.0	308.0
ENSG00000128965	8999	1.0	4.0	224.0	130.0
ENSG00000100865	3999	127.0	116.0	41.0	49.0
ENSG00000269772	5999	704.0	839.0	552.0	591.0
ENSG00000078900	4999	73.0	95.0	48.0	81.0
ENSG00000197603	63999	1321.0	1339.0	1533.0	1713.0
ENSG00000223802	6999	883.0	756.0	1435.0	1554.0
ENSG00000253026	5999	0.0	0.0	72.0	51.0
ENSG00000130255	28499	1883.0	1389.0	1717.0	2596.0
ENSG00000126231	3999	20.0	4.0	62.0	43.0
ENSG00000266730	4999	1.0	1.0	87.0	60.0
ENSG00000100280	8999	8.0	1.0	184.0	159.0
ENSG00000233690	4999	29.0	32.0	45.0	52.0
ENSG00000112578	4999	898.0	870.0	362.0	434.0
ENSG00000212768	5999	366.0	376.0	261.0	374.0
ENSG00000230530	5499	239.0	195.0	216.0	194.0
ENSG00000102103	3999	428.0	418.0	417.0	408.0
ENSG00000100345	4999	54.0	66.0	59.0	677.0
ENSG00000177082	8999	294.0	291.0	751.0	680.0
ENSG00000180776	5499	582.0	634.0	541.0	610.0
ENSG00000156735	4499	16.0	10.0	37.0	37.0
ENSG00000268564	10499	2.0	1.0	324.0	210.0
ENSG00000232149	6499	63.0	74.0	59.0	70.0
ENSG00000164620	15499	385.0	368.0	279.0	269.0
ENSG00000152380	4499	39.0	30.0	107.0	112.0
ENSG00000008838	3999	6438.0	6138.0	225.0	296.0
ENSG00000140521	7499	103.0	76.0	203.0	133.0
ENSG00000105856	9499	276.0	267.0	325.0	377.0
ENSG00000272982	6499	65.0	40.0	67.0	81.0
ENSG00000266721	9999	2203.0	2135.0	1062.0	905.0
ENSG00000167220	10499	58.0	64.0	343.0	294.0
ENSG00000254595	6499	724.0	613.0	658.0	512.0
ENSG00000228474	38043	2040.0	1912.0	2397.0	2386.0
ENSG00000110104	6499	2.0	1.0	149.0	255.0
ENSG00000222743	5499	16.0	13.0	38.0	51.0
ENSG00000118518	28999	739.0	756.0	997.0	940.0
ENSG00000185033	3999	1227.0	1264.0	1221.0	1417.0
ENSG00000268041	6999	1844.0	1581.0	485.0	503.0
ENSG00000259556	10499	1332.0	1501.0	432.0	404.0
ENSG00000135870	13499	19.0	8.0	246.0	170.0
ENSG00000165646	6999	924.0	891.0	424.0	552.0
ENSG00000183684	3999	13.0	12.0	71.0	53.0
ENSG00000134183	11499	974.0	1189.0	787.0	794.0
ENSG00000255108	13499	3648.0	3716.0	6083.0	6586.0
ENSG00000167721	18499	416.0	483.0	1329.0	1171.0
ENSG00000260949	4999	20.0	5.0	70.0	59.0
ENSG00000185043	29499	7629.0	6552.0	589.0	739.0
ENSG00000259529	37999	3124.0	2863.0	2857.0	2975.0
ENSG00000241243	6499	9.0	12.0	123.0	142.0
ENSG00000174483	12499	225.0	222.0	566.0	485.0
ENSG00000139192	4999	26.0	7.0	120.0	232.0
ENSG00000142511	18499	119.0	99.0	2159.0	1450.0
ENSG00000129951	15499	6808.0	5569.0	9875.0	11742.0
ENSG00000228506	10999	283.0	261.0	265.0	235.0
ENSG00000101310	5999	30.0	34.0	223.0	207.0
ENSG00000136936	10999	353.0	400.0	256.0	279.0
ENSG00000214655	11499	472.0	362.0	399.0	470.0
ENSG00000175556	5499	258.0	267.0	360.0	433.0
ENSG00000114030	5499	19.0	14.0	73.0	70.0
ENSG00000213316	9499	2157.0	1901.0	1290.0	1663.0
ENSG00000040199	3999	106.0	97.0	24.0	35.0
ENSG00000182796	5499	211.0	236.0	142.0	170.0
ENSG00000119723	4999	398.0	437.0	269.0	301.0
ENSG00000114850	4999	49.0	39.0	56.0	37.0
ENSG00000232273	4499	19.0	11.0	72.0	49.0
ENSG00000204957	9999	1767.0	1442.0	879.0	782.0
ENSG00000165837	4999	40.0	35.0	33.0	63.0
ENSG00000235328	4499	31.0	10.0	54.0	27.0
ENSG00000124541	6499	143.0	190.0	175.0	199.0
ENSG00000167978	4999	519.0	500.0	458.0	546.0
ENSG00000270390	18999	1008.0	916.0	44.0	118.0
ENSG00000109475	19999	16.0	6.0	382.0	309.0
ENSG00000204856	10999	1090.0	1231.0	841.0	927.0
ENSG00000228238	18999	37.0	39.0	847.0	766.0
ENSG00000221245	8999	12.0	16.0	208.0	211.0
ENSG00000100354	10499	26.0	23.0	255.0	168.0
ENSG00000189050	6999	373.0	344.0	227.0	247.0
ENSG00000081386	8499	65.0	59.0	108.0	204.0
ENSG00000201372	6499	1.0	9.0	67.0	73.0
ENSG00000168118	4499	33.0	47.0	53.0	46.0
ENSG00000089048	4499	99.0	123.0	144.0	147.0
ENSG00000162664	7999	19.0	19.0	85.0	92.0
ENSG00000252447	6499	446.0	338.0	423.0	532.0
ENSG00000112062	16499	148.0	155.0	638.0	537.0
ENSG00000268965	22999	41.0	56.0	641.0	642.0
ENSG00000161055	25999	843.0	951.0	851.0	848.0
ENSG00000168159	4499	426.0	455.0	130.0	155.0
ENSG00000197914	9999	11.0	12.0	207.0	210.0
ENSG00000199594	7499	176.0	161.0	72.0	86.0
ENSG00000268403	3999	6.0	9.0	81.0	55.0
ENSG00000167604	6499	45.0	57.0	94.0	101.0
ENSG00000184923	5499	55.0	51.0	58.0	69.0
ENSG00000211563	3999	1.0	1.0	116.0	67.0
ENSG00000119682	5999	20.0	18.0	74.0	68.0
ENSG00000259661	11499	633.0	394.0	377.0	447.0
ENSG00000157500	5499	62.0	68.0	41.0	67.0
ENSG00000146904	9499	9154.0	7219.0	3787.0	3717.0
ENSG00000105723	9999	429.0	389.0	472.0	512.0
ENSG00000165462	4499	971.0	690.0	189.0	198.0
ENSG00000162924	13999	139.0	137.0	411.0	334.0
ENSG00000135297	12499	4226.0	4053.0	4534.0	5354.0
ENSG00000131788	12999	487.0	509.0	716.0	655.0
ENSG00000197332	4499	4.0	6.0	44.0	29.0
ENSG00000117592	7499	34.0	24.0	129.0	191.0
ENSG00000272159	16511	162.0	173.0	446.0	297.0
ENSG00000260534	4999	27.0	42.0	97.0	64.0
ENSG00000255786	55499	74.0	40.0	2366.0	2005.0
ENSG00000223705	5999	405.0	366.0	419.0	426.0
ENSG00000204511	6999	8272.0	7197.0	7694.0	6300.0
ENSG00000172270	7499	4.0	6.0	211.0	2207.0
ENSG00000179119	4499	7.0	11.0	47.0	43.0
ENSG00000268199	3999	131.0	131.0	185.0	195.0
ENSG00000173614	8999	26.0	32.0	178.0	164.0
ENSG00000231628	4499	84.0	60.0	72.0	105.0
ENSG00000182578	3999	742.0	817.0	506.0	632.0
ENSG00000259407	6499	94.0	73.0	128.0	165.0
ENSG00000226279	39499	54.0	66.0	1484.0	1030.0
ENSG00000173728	22499	571.0	642.0	772.0	814.0
ENSG00000267980	9999	89.0	77.0	267.0	229.0
ENSG00000166313	4999	226.0	219.0	561.0	571.0
ENSG00000170776	4999	1.0	2.0	59.0	65.0
ENSG00000004897	12499	34.0	27.0	183.0	208.0
ENSG00000117152	11999	1.0	3.0	158.0	168.0
ENSG00000213380	19499	878.0	917.0	1215.0	1331.0
ENSG00000165609	3999	126.0	112.0	79.0	84.0
ENSG00000135404	6999	242.0	203.0	219.0	368.0
ENSG00000141425	12499	519.0	537.0	521.0	516.0
ENSG00000261481	4499	0.0	0.0	43.0	53.0
ENSG00000156599	7999	167.0	224.0	157.0	236.0
ENSG00000163565	4999	16.0	18.0	35.0	115.0
ENSG00000175115	7999	251.0	219.0	338.0	329.0
ENSG00000148690	8999	74.0	75.0	242.0	200.0
ENSG00000234050	4999	14.0	12.0	58.0	67.0
ENSG00000259792	6499	228.0	158.0	76.0	101.0
ENSG00000100116	3999	7.0	4.0	75.0	61.0
ENSG00000179988	4999	56.0	55.0	67.0	73.0
ENSG00000087152	4999	360.0	315.0	215.0	195.0
ENSG00000092841	12999	776.0	682.0	629.0	529.0
ENSG00000176222	4999	8.0	7.0	69.0	102.0
ENSG00000272100	7999	269.0	198.0	97.0	105.0
ENSG00000183979	3999	197.0	196.0	76.0	109.0
ENSG00000160959	7999	965.0	861.0	416.0	399.0
ENSG00000104047	11499	43.0	57.0	159.0	196.0
ENSG00000027869	3999	64.0	38.0	64.0	65.0
ENSG00000126391	8999	61.0	38.0	141.0	152.0
ENSG00000171462	8499	429.0	303.0	121.0	132.0
ENSG00000131379	4999	0.0	1.0	74.0	48.0
ENSG00000224066	15999	1571.0	1306.0	1477.0	1431.0
ENSG00000013306	3999	31.0	21.0	106.0	661.0
ENSG00000113595	26499	423.0	429.0	656.0	767.0
ENSG00000130706	16999	2798.0	1693.0	1956.0	2160.0
ENSG00000259621	4999	32.0	66.0	7.0	3.0
ENSG00000136918	3999	4060.0	4088.0	4961.0	5262.0
ENSG00000145908	9999	96.0	81.0	114.0	188.0
ENSG00000232530	4499	71.0	81.0	43.0	10.0
ENSG00000131236	13499	1225.0	1415.0	1173.0	1576.0
ENSG00000261845	21999	1721.0	1602.0	864.0	807.0
ENSG00000166377	17499	25.0	23.0	273.0	284.0
ENSG00000170382	4999	11.0	0.0	188.0	114.0
ENSG00000238686	13499	544.0	438.0	758.0	768.0
ENSG00000270641	23999	3223.0	1623.0	11829.0	10528.0
ENSG00000187325	12499	1853.0	2264.0	1414.0	1599.0
ENSG00000168890	7499	412.0	456.0	534.0	588.0
ENSG00000184363	5999	372.0	272.0	418.0	524.0
ENSG00000082516	27999	1007.0	1195.0	1223.0	1449.0
ENSG00000186364	8499	488.0	373.0	280.0	297.0
ENSG00000135046	3999	73.0	90.0	3.0	565.0
ENSG00000227006	10999	487.0	227.0	448.0	607.0
ENSG00000271912	5999	306.0	289.0	58.0	71.0
ENSG00000230777	5499	41.0	31.0	86.0	152.0
ENSG00000230929	3999	425.0	435.0	226.0	220.0
ENSG00000172500	4999	1.0	3.0	83.0	43.0
ENSG00000152242	5999	29.0	45.0	96.0	33.0
ENSG00000187742	9999	42.0	35.0	272.0	297.0
ENSG00000249592	4499	76.0	74.0	404.0	301.0
ENSG00000203761	7499	267.0	263.0	262.0	329.0
ENSG00000230673	16499	503.0	449.0	866.0	827.0
ENSG00000259462	14999	21.0	21.0	498.0	345.0
ENSG00000120437	10499	2641.0	2784.0	2043.0	2404.0
ENSG00000196793	4999	34.0	37.0	49.0	39.0
ENSG00000267344	5499	101.0	65.0	36.0	31.0
ENSG00000259563	26499	136.0	152.0	401.0	302.0
ENSG00000135679	44499	242.0	263.0	2030.0	1677.0
ENSG00000255320	4499	1561.0	1579.0	1308.0	1081.0
ENSG00000205885	6999	85.0	33.0	91.0	99.0
ENSG00000214941	11499	107.0	123.0	283.0	195.0
ENSG00000141753	25499	20096.0	18440.0	8944.0	7266.0
ENSG00000259891	6499	5.0	16.0	83.0	88.0
ENSG00000100216	16499	1313.0	1190.0	1720.0	1989.0
ENSG00000135185	5499	741.0	726.0	960.0	907.0
ENSG00000167193	17499	24.0	48.0	928.0	820.0
ENSG00000225450	4499	64.0	52.0	137.0	133.0
ENSG00000177842	5999	29.0	60.0	48.0	43.0
ENSG00000154122	12999	316.0	286.0	187.0	205.0
ENSG00000240457	5999	0.0	2.0	40.0	52.0
ENSG00000244879	5999	65.0	83.0	471.0	594.0
ENSG00000231333	13499	221.0	234.0	957.0	879.0
ENSG00000215871	5499	1.0	1.0	36.0	34.0
ENSG00000272160	8499	220.0	150.0	96.0	128.0
ENSG00000224789	3999	15.0	4.0	33.0	43.0
ENSG00000079337	10999	16.0	18.0	197.0	194.0
ENSG00000100027	16999	940.0	724.0	491.0	395.0
ENSG00000138002	11999	1758.0	1845.0	989.0	1135.0
ENSG00000264443	3999	233.0	275.0	37.0	56.0
ENSG00000069764	7999	372.0	386.0	378.0	393.0
ENSG00000234851	3999	9.0	5.0	32.0	64.0
ENSG00000125753	8499	184.0	177.0	355.0	403.0
ENSG00000261428	27499	1839.0	1872.0	2650.0	2612.0
ENSG00000130560	8999	40.0	28.0	134.0	117.0
ENSG00000100151	7499	30.0	8.0	218.0	219.0
ENSG00000108510	6999	6.0	3.0	97.0	110.0
ENSG00000135587	24499	961.0	787.0	1027.0	946.0
ENSG00000013561	11999	910.0	970.0	913.0	1031.0
ENSG00000163428	3999	11.0	10.0	32.0	51.0
ENSG00000039319	8499	110.0	132.0	230.0	245.0
ENSG00000244945	27499	508.0	426.0	2231.0	2005.0
ENSG00000222055	38999	72.0	77.0	2809.0	1748.0
ENSG00000130304	4999	46.0	55.0	103.0	121.0
ENSG00000170222	10499	90.0	104.0	308.0	279.0
ENSG00000259758	7499	819.0	893.0	310.0	360.0
ENSG00000162753	23999	4412.0	4735.0	4980.0	5725.0
ENSG00000228242	11999	283.0	226.0	243.0	309.0
ENSG00000132305	13499	652.0	605.0	579.0	616.0
ENSG00000138069	14999	44.0	57.0	210.0	217.0
ENSG00000250519	4499	2.0	3.0	67.0	63.0
ENSG00000204628	13999	1018.0	1006.0	1503.0	1495.0
ENSG00000264590	8499	1593.0	765.0	619.0	866.0
ENSG00000130762	4499	11.0	6.0	31.0	16.0
ENSG00000143303	11499	18537.0	21531.0	9006.0	8352.0
ENSG00000056736	3999	130.0	154.0	26.0	34.0
ENSG00000166326	12499	1520.0	1622.0	1234.0	1188.0
ENSG00000162695	6499	66.0	65.0	80.0	71.0
ENSG00000135100	3999	440.0	491.0	184.0	182.0
ENSG00000100883	7499	15.0	6.0	183.0	130.0
ENSG00000229635	24499	494.0	547.0	618.0	731.0
ENSG00000070423	9499	63.0	57.0	224.0	206.0
ENSG00000182934	9999	141.0	234.0	288.0	480.0
ENSG00000023572	4499	115.0	136.0	62.0	103.0
ENSG00000164049	3999	238.0	222.0	82.0	104.0
ENSG00000151500	13999	1188.0	1212.0	668.0	766.0
ENSG00000204560	3999	415.0	431.0	32.0	41.0
ENSG00000203377	39999	1318.0	1441.0	711.0	662.0
ENSG00000103248	5999	8.0	0.0	75.0	82.0
ENSG00000271204	36499	418.0	428.0	785.0	741.0
ENSG00000126767	9499	56.0	64.0	157.0	175.0
ENSG00000100220	5499	27.0	28.0	311.0	255.0
ENSG00000235091	3999	2.0	5.0	19.0	32.0
ENSG00000177225	12999	672.0	762.0	730.0	859.0
ENSG00000114125	9499	46.0	47.0	148.0	122.0
ENSG00000118596	6999	233.0	272.0	161.0	231.0
ENSG00000204791	13999	1337.0	817.0	1391.0	1927.0
ENSG00000171163	4499	766.0	610.0	257.0	341.0
ENSG00000123219	33499	152.0	177.0	632.0	564.0
ENSG00000114416	6999	160.0	225.0	146.0	143.0
ENSG00000119471	4499	26.0	63.0	50.0	54.0
ENSG00000152102	3999	219.0	170.0	96.0	152.0
ENSG00000269018	20499	1738.0	1318.0	1973.0	1875.0
ENSG00000174226	15999	2.0	5.0	312.0	250.0
ENSG00000271948	7499	188.0	267.0	182.0	241.0
ENSG00000260853	5999	273.0	199.0	182.0	192.0
ENSG00000127463	4999	144.0	131.0	120.0	140.0
ENSG00000125971	3999	0.0	10.0	42.0	334.0
ENSG00000259840	4499	3.0	0.0	75.0	49.0
ENSG00000266640	5499	75.0	38.0	112.0	120.0
ENSG00000236723	4499	68.0	44.0	199.0	167.0
ENSG00000132635	3999	12.0	11.0	41.0	51.0
ENSG00000225439	10999	2592.0	2738.0	2234.0	2461.0
ENSG00000266587	11499	243.0	288.0	304.0	362.0
ENSG00000171793	7499	81.0	44.0	181.0	207.0
ENSG00000136868	5499	33.0	22.0	78.0	70.0
ENSG00000266844	4499	5.0	0.0	123.0	49.0
ENSG00000204634	4999	1717.0	1876.0	2247.0	3321.0
ENSG00000107651	5999	17.0	13.0	94.0	98.0
ENSG00000125827	13499	27.0	26.0	225.0	277.0
ENSG00000263847	9999	216.0	178.0	399.0	425.0
ENSG00000172977	3999	121.0	105.0	112.0	100.0
ENSG00000270728	8499	262.0	337.0	514.0	617.0
ENSG00000256628	13499	2201.0	2685.0	2881.0	3318.0
ENSG00000100902	8999	190.0	221.0	143.0	227.0
ENSG00000204220	18999	2920.0	2620.0	3784.0	2970.0
ENSG00000197208	6999	213.0	206.0	111.0	141.0
ENSG00000099795	7999	348.0	301.0	454.0	421.0
ENSG00000163879	19499	1152.0	1094.0	492.0	574.0
ENSG00000261068	15999	356.0	317.0	437.0	445.0
ENSG00000014824	10499	97.0	92.0	473.0	476.0
ENSG00000089737	5499	93.0	107.0	45.0	130.0
ENSG00000273196	3999	51.0	81.0	33.0	32.0
ENSG00000145623	8499	79.0	51.0	97.0	180.0
ENSG00000243022	3999	2.0	2.0	31.0	45.0
ENSG00000108479	24999	7845.0	4806.0	8132.0	10102.0
ENSG00000236480	5499	1.0	10.0	80.0	66.0
ENSG00000161888	29499	3670.0	2658.0	1541.0	1960.0
ENSG00000115840	36999	529.0	529.0	1920.0	1852.0
ENSG00000224616	4999	14.0	20.0	73.0	120.0
ENSG00000250064	10499	45.0	62.0	64.0	115.0
ENSG00000224545	13999	7.0	20.0	513.0	374.0
ENSG00000273151	3999	192.0	82.0	485.0	233.0
ENSG00000144596	4999	386.0	347.0	776.0	822.0
ENSG00000108255	39999	2784.0	2772.0	6601.0	7462.0
ENSG00000013583	3999	15.0	31.0	19.0	52.0
ENSG00000140463	10499	51.0	79.0	168.0	230.0
ENSG00000169247	4499	0.0	0.0	87.0	78.0
ENSG00000102144	15499	567.0	602.0	508.0	484.0
ENSG00000220600	11999	5.0	5.0	136.0	148.0
ENSG00000229638	4999	3.0	0.0	59.0	898.0
ENSG00000214063	10999	171.0	140.0	207.0	224.0
ENSG00000115657	3999	117.0	112.0	49.0	54.0
ENSG00000159377	8499	1127.0	1042.0	778.0	878.0
ENSG00000254965	3999	0.0	0.0	64.0	69.0
ENSG00000213790	11999	8.0	8.0	138.0	254.0
ENSG00000244021	12999	225.0	197.0	244.0	257.0
ENSG00000248099	8999	1124.0	911.0	341.0	335.0
ENSG00000063322	5999	182.0	99.0	1464.0	1043.0
ENSG00000226950	5499	77.0	60.0	593.0	617.0
ENSG00000151657	10499	13.0	14.0	284.0	213.0
ENSG00000256469	5999	392.0	320.0	83.0	106.0
ENSG00000148335	3999	487.0	390.0	160.0	178.0
ENSG00000166170	5499	3.0	0.0	83.0	70.0
ENSG00000261831	10999	1275.0	1490.0	846.0	990.0
ENSG00000178229	20499	64.0	66.0	819.0	756.0
ENSG00000185338	16499	53.0	28.0	216.0	205.0
ENSG00000114503	32499	984.0	937.0	1456.0	1709.0
ENSG00000253666	21999	56.0	83.0	450.0	433.0
ENSG00000189067	9499	41.0	37.0	167.0	212.0
ENSG00000238661	3999	75.0	112.0	45.0	49.0
ENSG00000010379	5999	0.0	1.0	148.0	111.0
ENSG00000263575	8999	297.0	338.0	164.0	219.0
ENSG00000101460	3999	55.0	56.0	81.0	58.0
ENSG00000172432	4999	26.0	13.0	175.0	186.0
ENSG00000226029	6499	120.0	81.0	124.0	112.0
ENSG00000183307	14499	1101.0	994.0	794.0	820.0
ENSG00000254873	13499	300.0	314.0	449.0	502.0
ENSG00000163257	7499	29.0	14.0	376.0	338.0
ENSG00000115839	26499	145.0	169.0	637.0	691.0
ENSG00000135164	4499	75.0	82.0	111.0	125.0
ENSG00000118369	5999	188.0	117.0	190.0	172.0
ENSG00000120738	3999	5.0	8.0	61.0	121.0
ENSG00000234742	3999	60.0	58.0	111.0	54.0
ENSG00000148835	7499	602.0	649.0	622.0	781.0
ENSG00000129007	9999	564.0	639.0	413.0	461.0
ENSG00000126214	9499	141.0	59.0	386.0	360.0
ENSG00000029153	9999	817.0	805.0	433.0	409.0
ENSG00000250379	8499	455.0	235.0	328.0	330.0
ENSG00000149289	10499	1.0	4.0	157.0	78.0
ENSG00000222070	22499	897.0	775.0	793.0	906.0
ENSG00000259627	4999	53.0	33.0	12.0	9.0
ENSG00000199645	4999	168.0	190.0	57.0	85.0
ENSG00000116977	7999	1923.0	1764.0	555.0	635.0
ENSG00000126870	5499	11.0	6.0	141.0	144.0
ENSG00000138032	10999	12.0	11.0	176.0	148.0
ENSG00000271936	10999	663.0	432.0	382.0	497.0
ENSG00000207955	10499	899.0	895.0	1070.0	1031.0
ENSG00000007372	4499	96.0	83.0	84.0	128.0
ENSG00000272223	9999	1219.0	1231.0	443.0	468.0
ENSG00000119333	16499	3249.0	3426.0	7288.0	5546.0
ENSG00000251823	4499	39.0	49.0	81.0	57.0
ENSG00000163938	4499	295.0	355.0	218.0	224.0
ENSG00000259049	7499	454.0	457.0	329.0	385.0
ENSG00000072110	5999	87.0	63.0	82.0	164.0
ENSG00000148606	4999	40.0	37.0	47.0	52.0
ENSG00000133275	7999	1954.0	1940.0	1841.0	1945.0
ENSG00000116005	12999	181.0	201.0	517.0	591.0
ENSG00000134371	12499	228.0	231.0	132.0	117.0
ENSG00000214706	19999	214.0	188.0	390.0	435.0
ENSG00000200127	8999	478.0	447.0	813.0	832.0
ENSG00000100139	7999	442.0	410.0	384.0	391.0
ENSG00000198298	3999	29.0	53.0	1.0	6.0
ENSG00000197520	5999	0.0	1.0	49.0	49.0
ENSG00000070785	7499	113.0	120.0	316.0	227.0
ENSG00000163009	8999	20.0	10.0	300.0	259.0
ENSG00000124532	8499	77.0	100.0	102.0	119.0
ENSG00000262413	7999	6155.0	5082.0	3986.0	2858.0
ENSG00000255468	6999	342.0	237.0	72.0	60.0
ENSG00000204619	10499	266.0	280.0	449.0	484.0
ENSG00000151651	4999	32.0	10.0	65.0	52.0
ENSG00000237481	19499	310.0	314.0	650.0	626.0
ENSG00000263875	12499	2181.0	2560.0	1778.0	1862.0
ENSG00000233558	3999	1.0	1.0	140.0	1289.0
ENSG00000256039	18499	12.0	7.0	256.0	235.0
ENSG00000213839	34499	592.0	542.0	1403.0	1305.0
ENSG00000152683	36999	277.0	277.0	1357.0	1258.0
ENSG00000249263	5499	142.0	122.0	80.0	76.0
ENSG00000214243	15999	102.0	116.0	200.0	238.0
ENSG00000269161	5999	546.0	507.0	587.0	682.0
ENSG00000164163	23499	1143.0	1183.0	729.0	728.0
ENSG00000106976	7499	317.0	252.0	134.0	188.0
ENSG00000108551	14499	182.0	186.0	191.0	217.0
ENSG00000107959	22499	1752.0	1546.0	1372.0	1470.0
ENSG00000117523	22499	32.0	24.0	412.0	421.0
ENSG00000182473	7999	20.0	10.0	255.0	239.0
ENSG00000175183	16999	283.0	317.0	789.0	777.0
ENSG00000135052	6499	207.0	117.0	182.0	283.0
ENSG00000269927	5499	175.0	148.0	69.0	63.0
ENSG00000122733	21355	95.0	101.0	1183.0	868.0
ENSG00000230753	3999	87.0	79.0	22.0	10.0
ENSG00000125149	10999	366.0	383.0	189.0	216.0
ENSG00000100416	7999	642.0	658.0	523.0	603.0
ENSG00000197903	5499	48.0	51.0	95.0	273.0
ENSG00000226864	25499	370.0	369.0	483.0	468.0
ENSG00000143314	8499	298.0	319.0	535.0	564.0
ENSG00000172650	3999	40.0	33.0	75.0	100.0
ENSG00000132718	8999	6.0	5.0	127.0	145.0
ENSG00000213221	3999	191.0	164.0	58.0	34.0
ENSG00000262482	6999	310.0	210.0	142.0	217.0
ENSG00000163110	6499	9.0	3.0	71.0	82.0
ENSG00000156508	15499	361.0	332.0	255.0	298.0
ENSG00000058063	11999	83.0	80.0	173.0	214.0
ENSG00000185219	9999	55.0	55.0	127.0	141.0
ENSG00000168763	6499	245.0	252.0	94.0	139.0
ENSG00000135205	6999	27.0	22.0	67.0	85.0
ENSG00000242958	4499	56.0	24.0	25.0	49.0
ENSG00000240270	10999	4.0	0.0	390.0	324.0
ENSG00000185475	18499	2707.0	2523.0	11880.0	10362.0
ENSG00000266668	6499	31.0	4.0	111.0	111.0
ENSG00000257138	5499	1.0	1.0	53.0	70.0
ENSG00000155850	3999	56.0	74.0	109.0	143.0
ENSG00000212182	14999	7.0	5.0	195.0	226.0
ENSG00000154485	8499	96.0	93.0	195.0	137.0
ENSG00000186471	5499	95.0	117.0	76.0	82.0
ENSG00000154920	4999	4916.0	5336.0	2361.0	2208.0
ENSG00000157992	4499	44.0	23.0	40.0	38.0
