ID	Length	SRX6637057	SRX6637058	SRX6637059	SRX6637060
ENSG00000221909	15999	141.0	127.0	529.0	555.0
ENSG00000163932	17999	22.0	13.0	369.0	225.0
ENSG00000185236	3999	27.0	21.0	55.0	186.0
ENSG00000235740	3999	28.0	53.0	7.0	3.0
ENSG00000150510	17499	4.0	7.0	434.0	345.0
ENSG00000231966	10999	0.0	2.0	426.0	398.0
ENSG00000143183	21999	80.0	82.0	483.0	497.0
ENSG00000203993	9999	1052.0	933.0	1146.0	1091.0
ENSG00000222306	4499	138.0	204.0	43.0	67.0
ENSG00000180304	6999	947.0	769.0	422.0	473.0
ENSG00000114062	5999	113.0	110.0	57.0	63.0
ENSG00000127914	4499	881.0	836.0	402.0	515.0
ENSG00000145293	36999	290.0	284.0	970.0	786.0
ENSG00000273055	14499	2207.0	1813.0	2410.0	3651.0
ENSG00000177548	4499	26.0	31.0	160.0	113.0
ENSG00000259590	7499	26.0	35.0	136.0	184.0
ENSG00000178425	4499	266.0	252.0	302.0	261.0
ENSG00000197694	4499	310.0	317.0	170.0	982.0
ENSG00000107829	3999	78.0	106.0	49.0	82.0
ENSG00000222108	4499	32.0	42.0	43.0	58.0
ENSG00000213741	6499	18.0	29.0	77.0	86.0
ENSG00000162415	4999	576.0	642.0	535.0	563.0
ENSG00000227986	12999	4.0	2.0	195.0	216.0
ENSG00000220749	4499	66.0	59.0	22.0	37.0
ENSG00000128891	4499	36.0	40.0	136.0	108.0
ENSG00000082641	6499	49.0	49.0	77.0	46.0
ENSG00000235910	4499	241.0	154.0	263.0	233.0
ENSG00000149922	6499	1116.0	1211.0	671.0	686.0
ENSG00000135747	4499	55.0	40.0	75.0	78.0
ENSG00000167491	6499	18.0	29.0	192.0	177.0
ENSG00000272068	6999	1.0	4.0	106.0	119.0
ENSG00000203865	8999	3437.0	2627.0	6053.0	7164.0
ENSG00000106367	4499	52.0	49.0	314.0	279.0
ENSG00000149380	7999	64.0	41.0	68.0	110.0
ENSG00000187017	14999	2218.0	1773.0	905.0	968.0
ENSG00000235644	5499	0.0	0.0	18.0	33.0
ENSG00000198270	15999	22.0	23.0	424.0	394.0
ENSG00000174718	5999	54.0	32.0	17.0	21.0
ENSG00000177963	4499	113.0	124.0	117.0	175.0
ENSG00000179921	6499	851.0	803.0	615.0	871.0
ENSG00000008517	3999	0.0	1.0	253.0	123.0
ENSG00000090266	4499	54.0	61.0	72.0	114.0
ENSG00000111412	4999	208.0	228.0	360.0	491.0
ENSG00000139722	26999	413.0	318.0	822.0	701.0
ENSG00000221319	5499	78.0	62.0	90.0	132.0
ENSG00000204348	4499	244.0	206.0	231.0	266.0
ENSG00000259813	19999	1760.0	1442.0	2063.0	2292.0
ENSG00000137713	15499	377.0	317.0	493.0	498.0
ENSG00000077984	11999	768.0	678.0	1117.0	1227.0
ENSG00000188163	20999	9963.0	10173.0	5927.0	5712.0
ENSG00000251003	5499	15.0	8.0	42.0	41.0
ENSG00000267390	16499	452.0	517.0	339.0	507.0
ENSG00000207452	4999	11.0	9.0	100.0	104.0
ENSG00000185947	6499	66.0	60.0	78.0	79.0
ENSG00000133318	4499	197.0	192.0	30.0	43.0
ENSG00000188931	3999	394.0	386.0	508.0	467.0
ENSG00000198780	9999	1278.0	1560.0	1425.0	1425.0
ENSG00000169714	5499	272.0	364.0	176.0	373.0
ENSG00000103942	8499	135.0	137.0	200.0	252.0
ENSG00000179091	6499	1218.0	1035.0	987.0	1035.0
ENSG00000266462	8999	814.0	576.0	875.0	987.0
ENSG00000241399	17999	926.0	1168.0	498.0	595.0
ENSG00000269936	15999	4.0	4.0	577.0	526.0
ENSG00000266939	5999	70.0	44.0	327.0	354.0
ENSG00000225975	18499	138.0	113.0	459.0	405.0
ENSG00000049860	4499	45.0	63.0	72.0	61.0
ENSG00000256804	4999	33.0	24.0	121.0	91.0
ENSG00000196597	3999	33.0	38.0	38.0	44.0
ENSG00000008853	11999	1370.0	1352.0	1358.0	1777.0
ENSG00000077616	5999	75.0	88.0	108.0	167.0
ENSG00000188342	16999	81.0	83.0	330.0	184.0
ENSG00000265750	5499	18.0	14.0	94.0	90.0
ENSG00000171469	9499	8.0	22.0	186.0	120.0
ENSG00000176978	14999	458.0	355.0	509.0	642.0
ENSG00000144580	6499	4.0	4.0	85.0	44.0
ENSG00000152767	10999	2470.0	2583.0	1619.0	1808.0
ENSG00000228404	6499	487.0	430.0	526.0	529.0
ENSG00000249951	23499	8.0	11.0	722.0	499.0
ENSG00000178188	3999	31.0	17.0	103.0	120.0
ENSG00000132003	10499	549.0	430.0	71.0	74.0
ENSG00000163810	12999	801.0	753.0	685.0	622.0
ENSG00000247077	5999	805.0	823.0	513.0	550.0
ENSG00000186198	3999	0.0	2.0	95.0	81.0
ENSG00000253944	4499	293.0	244.0	343.0	565.0
ENSG00000196305	4499	10.0	19.0	33.0	50.0
ENSG00000147535	4499	352.0	389.0	292.0	402.0
ENSG00000087302	8499	99.0	90.0	171.0	574.0
ENSG00000096384	7499	927.0	943.0	684.0	1805.0
ENSG00000187775	6999	244.0	146.0	330.0	399.0
ENSG00000244073	24499	250.0	258.0	436.0	462.0
ENSG00000239719	12999	471.0	354.0	281.0	343.0
ENSG00000124713	18499	712.0	646.0	1049.0	1118.0
ENSG00000157077	6499	269.0	296.0	256.0	260.0
ENSG00000170581	3999	61.0	73.0	272.0	268.0
ENSG00000206880	5999	82.0	71.0	42.0	46.0
ENSG00000201469	25999	1689.0	1597.0	978.0	966.0
ENSG00000259178	4499	4.0	1.0	65.0	38.0
ENSG00000139835	5499	1061.0	1092.0	1113.0	1441.0
ENSG00000122515	5999	116.0	131.0	280.0	299.0
ENSG00000163607	3999	64.0	37.0	112.0	131.0
ENSG00000132153	5499	2492.0	2019.0	1591.0	1704.0
ENSG00000149179	15499	1188.0	1164.0	670.0	725.0
ENSG00000201900	6999	1199.0	1034.0	1274.0	1739.0
ENSG00000233436	11999	936.0	1059.0	924.0	999.0
ENSG00000261779	5499	1078.0	866.0	143.0	164.0
ENSG00000234438	7499	1.0	3.0	94.0	122.0
ENSG00000227741	13999	4.0	7.0	400.0	358.0
ENSG00000226261	19999	19.0	29.0	453.0	372.0
ENSG00000108576	4499	10.0	9.0	54.0	30.0
ENSG00000143322	29499	1570.0	1486.0	1514.0	1410.0
ENSG00000198089	23999	931.0	772.0	753.0	758.0
ENSG00000104450	28999	288.0	152.0	655.0	666.0
ENSG00000124172	7499	87.0	72.0	103.0	117.0
ENSG00000133026	14999	936.0	987.0	1457.0	1354.0
ENSG00000258985	9999	261.0	221.0	58.0	103.0
ENSG00000042062	7999	2118.0	1969.0	1960.0	2092.0
ENSG00000124134	4499	3.0	4.0	62.0	67.0
ENSG00000269482	4999	200.0	141.0	112.0	104.0
ENSG00000252357	8999	20.0	24.0	136.0	120.0
ENSG00000163660	6999	24.0	25.0	72.0	90.0
ENSG00000238490	4999	44.0	27.0	61.0	43.0
ENSG00000242992	4999	32.0	26.0	52.0	67.0
ENSG00000100906	4499	92.0	101.0	57.0	76.0
ENSG00000197238	13999	51.0	43.0	239.0	239.0
ENSG00000141522	6999	13.0	8.0	156.0	707.0
ENSG00000226754	4999	690.0	661.0	204.0	232.0
ENSG00000155465	6499	2228.0	2018.0	1411.0	1558.0
ENSG00000147912	10999	514.0	433.0	619.0	582.0
ENSG00000132485	14999	79.0	98.0	456.0	440.0
ENSG00000240303	3999	2.0	1.0	59.0	65.0
ENSG00000234996	10499	606.0	654.0	419.0	500.0
ENSG00000204842	20499	269.0	289.0	352.0	269.0
ENSG00000162994	4999	66.0	78.0	90.0	97.0
ENSG00000134590	6999	70.0	92.0	119.0	261.0
ENSG00000178028	8999	787.0	723.0	567.0	525.0
ENSG00000254479	4499	5.0	3.0	102.0	72.0
ENSG00000205339	6999	36.0	32.0	103.0	97.0
ENSG00000268886	24999	309.0	344.0	655.0	703.0
ENSG00000181924	10499	125.0	171.0	199.0	247.0
ENSG00000165097	3999	534.0	632.0	207.0	332.0
ENSG00000079134	6499	1332.0	1493.0	504.0	553.0
ENSG00000173548	7999	43.0	44.0	109.0	107.0
ENSG00000141551	10499	1835.0	1476.0	1463.0	2096.0
ENSG00000225302	4499	55.0	38.0	23.0	30.0
ENSG00000224505	4499	1050.0	922.0	4233.0	4397.0
ENSG00000021776	3999	121.0	137.0	59.0	69.0
ENSG00000237310	15999	35.0	38.0	300.0	336.0
ENSG00000270094	6999	160.0	75.0	97.0	103.0
ENSG00000187595	3999	713.0	704.0	695.0	712.0
ENSG00000136943	4999	17.0	4.0	65.0	74.0
ENSG00000251474	8999	20.0	27.0	205.0	216.0
ENSG00000257913	15999	2231.0	1452.0	1507.0	1431.0
ENSG00000117859	4499	1839.0	2104.0	1290.0	1167.0
ENSG00000149735	5499	254.0	196.0	66.0	66.0
ENSG00000143498	5999	107.0	101.0	138.0	101.0
ENSG00000198561	36999	806.0	579.0	1620.0	1556.0
ENSG00000267469	9499	1225.0	961.0	797.0	1467.0
ENSG00000113758	8499	379.0	311.0	250.0	244.0
ENSG00000271032	14499	1094.0	790.0	832.0	944.0
ENSG00000271868	4999	1124.0	1085.0	918.0	1214.0
ENSG00000006712	5999	3486.0	3298.0	2074.0	2018.0
ENSG00000182685	4499	1051.0	804.0	576.0	567.0
ENSG00000128274	4999	66.0	50.0	50.0	33.0
ENSG00000232915	4999	59.0	103.0	41.0	48.0
ENSG00000110696	4499	167.0	186.0	94.0	120.0
ENSG00000149679	15999	568.0	632.0	973.0	1432.0
ENSG00000140854	5499	234.0	235.0	85.0	125.0
ENSG00000126012	26499	179.0	189.0	648.0	549.0
ENSG00000259195	4499	2.0	3.0	50.0	49.0
ENSG00000104960	7499	811.0	626.0	424.0	482.0
ENSG00000263657	5499	123.0	138.0	97.0	96.0
ENSG00000272367	15999	170.0	171.0	195.0	288.0
ENSG00000142765	11499	563.0	387.0	280.0	334.0
ENSG00000232564	5999	32.0	35.0	41.0	52.0
ENSG00000063245	7499	8.0	2.0	519.0	448.0
ENSG00000187955	9499	1.0	1.0	157.0	126.0
ENSG00000273247	7999	29.0	67.0	129.0	141.0
ENSG00000131323	10999	4.0	11.0	343.0	174.0
ENSG00000212327	4999	46.0	37.0	56.0	81.0
ENSG00000233196	20499	21.0	29.0	715.0	638.0
ENSG00000225339	4499	184.0	167.0	80.0	120.0
ENSG00000197958	4499	86.0	85.0	171.0	844.0
ENSG00000232628	5999	5.0	3.0	101.0	98.0
ENSG00000174021	9499	542.0	645.0	296.0	511.0
ENSG00000163319	5999	12.0	16.0	40.0	92.0
ENSG00000213799	4499	24.0	16.0	39.0	68.0
ENSG00000125814	6499	191.0	200.0	132.0	210.0
ENSG00000148841	5999	123.0	94.0	87.0	122.0
ENSG00000240889	5999	86.0	77.0	77.0	92.0
ENSG00000138107	27499	261.0	259.0	2150.0	1680.0
ENSG00000189283	12499	14.0	25.0	146.0	187.0
ENSG00000113522	11499	541.0	536.0	1115.0	1055.0
ENSG00000234093	4499	8264.0	8694.0	10114.0	13295.0
ENSG00000140749	5499	97.0	118.0	43.0	35.0
ENSG00000160781	24499	785.0	748.0	1766.0	1664.0
ENSG00000260814	4999	182.0	189.0	30.0	45.0
ENSG00000237015	3999	157.0	103.0	45.0	77.0
ENSG00000228804	9499	374.0	201.0	1137.0	1450.0
ENSG00000239615	4999	0.0	0.0	47.0	76.0
ENSG00000119138	3999	4.0	5.0	88.0	45.0
ENSG00000138111	5499	1196.0	1020.0	742.0	778.0
ENSG00000176358	10999	300.0	333.0	322.0	280.0
ENSG00000262049	16999	1639.0	1006.0	1327.0	1320.0
ENSG00000255498	4999	18.0	13.0	96.0	89.0
ENSG00000139597	21999	111.0	91.0	623.0	490.0
ENSG00000064763	4999	322.0	326.0	201.0	123.0
ENSG00000196357	7999	71.0	95.0	111.0	128.0
ENSG00000172638	3999	357.0	369.0	181.0	183.0
ENSG00000212175	14499	298.0	266.0	308.0	383.0
ENSG00000063046	4499	8.0	3.0	53.0	281.0
ENSG00000026036	8499	738.0	321.0	1250.0	4380.0
ENSG00000141027	28999	1101.0	1149.0	1967.0	1787.0
ENSG00000224138	16999	161.0	113.0	552.0	577.0
ENSG00000110711	9999	881.0	610.0	889.0	969.0
ENSG00000177946	7999	261.0	252.0	256.0	356.0
ENSG00000242748	8499	353.0	274.0	168.0	156.0
ENSG00000206743	5999	49.0	34.0	59.0	88.0
ENSG00000264044	8499	412.0	163.0	339.0	354.0
ENSG00000101294	11499	210.0	203.0	1018.0	1170.0
ENSG00000265490	4999	165.0	128.0	109.0	68.0
ENSG00000153558	6499	202.0	160.0	124.0	144.0
ENSG00000240882	7499	20.0	27.0	120.0	121.0
ENSG00000249042	11999	344.0	385.0	262.0	302.0
ENSG00000114021	18999	1080.0	1216.0	829.0	980.0
ENSG00000205664	6999	272.0	253.0	292.0	276.0
ENSG00000154553	4499	0.0	1.0	26.0	17.0
ENSG00000236830	4999	39.0	67.0	135.0	132.0
ENSG00000266566	17999	290.0	239.0	464.0	437.0
ENSG00000153975	12499	28.0	48.0	316.0	228.0
ENSG00000250261	19499	2169.0	1603.0	2100.0	1876.0
ENSG00000120253	3999	11.0	5.0	17.0	27.0
ENSG00000112761	8499	113.0	100.0	133.0	207.0
ENSG00000263321	4999	191.0	226.0	133.0	155.0
ENSG00000135540	6499	93.0	113.0	80.0	106.0
ENSG00000230280	4499	21.0	12.0	87.0	105.0
ENSG00000114841	9999	998.0	855.0	780.0	797.0
ENSG00000168970	12999	100.0	52.0	534.0	518.0
ENSG00000119986	39499	1442.0	1465.0	1481.0	1635.0
ENSG00000230739	3999	0.0	1.0	39.0	23.0
ENSG00000148291	13999	4345.0	4034.0	5943.0	6633.0
ENSG00000134852	16499	798.0	841.0	720.0	802.0
ENSG00000259736	3999	33.0	19.0	16.0	5.0
ENSG00000119403	5499	31.0	31.0	129.0	124.0
ENSG00000164306	3999	83.0	72.0	31.0	52.0
ENSG00000106268	4499	81.0	168.0	133.0	163.0
ENSG00000266852	10499	479.0	498.0	520.0	588.0
ENSG00000131471	5499	1.0	0.0	63.0	67.0
ENSG00000113712	59499	164.0	180.0	4498.0	3368.0
ENSG00000176890	10499	320.0	367.0	194.0	218.0
ENSG00000233393	11499	0.0	0.0	219.0	186.0
ENSG00000090581	5999	61.0	42.0	89.0	98.0
ENSG00000160957	5499	434.0	386.0	362.0	466.0
ENSG00000235795	6999	92.0	81.0	75.0	100.0
ENSG00000099203	4999	1795.0	1538.0	1428.0	1376.0
ENSG00000100603	9499	874.0	903.0	749.0	738.0
ENSG00000177374	5999	343.0	280.0	413.0	332.0
ENSG00000233148	22999	28.0	19.0	598.0	350.0
ENSG00000119318	25499	65.0	49.0	923.0	754.0
ENSG00000249379	9499	170.0	147.0	254.0	186.0
ENSG00000117616	15999	204.0	202.0	1310.0	1290.0
ENSG00000087274	4499	1955.0	1770.0	1395.0	1636.0
ENSG00000254198	4499	81.0	84.0	76.0	84.0
ENSG00000088808	7499	201.0	238.0	197.0	195.0
ENSG00000206819	6499	207.0	206.0	157.0	159.0
ENSG00000197102	6499	177.0	159.0	615.0	460.0
ENSG00000185722	10999	55.0	58.0	349.0	270.0
ENSG00000034677	30499	741.0	970.0	1016.0	862.0
ENSG00000151694	15999	390.0	491.0	603.0	590.0
ENSG00000126261	5999	121.0	122.0	41.0	86.0
ENSG00000116133	7499	101.0	65.0	55.0	130.0
ENSG00000173064	16499	185.0	172.0	429.0	343.0
ENSG00000118997	3999	316.0	331.0	267.0	410.0
ENSG00000150961	3999	5.0	4.0	45.0	34.0
ENSG00000188107	3999	35.0	29.0	30.0	22.0
ENSG00000165828	3999	82.0	91.0	59.0	40.0
ENSG00000139266	10999	911.0	907.0	298.0	322.0
ENSG00000138031	5999	96.0	67.0	30.0	50.0
ENSG00000257941	4499	356.0	401.0	330.0	468.0
ENSG00000242429	4999	50.0	71.0	12.0	15.0
ENSG00000144802	4499	55.0	58.0	8.0	9.0
ENSG00000261341	11499	13.0	16.0	437.0	469.0
ENSG00000125966	4499	1957.0	2035.0	1859.0	1734.0
ENSG00000258441	6499	87.0	72.0	321.0	340.0
ENSG00000149927	5499	1058.0	981.0	472.0	379.0
ENSG00000129083	8999	12.0	12.0	326.0	320.0
ENSG00000117242	7999	74.0	48.0	189.0	174.0
ENSG00000261731	6999	186.0	111.0	80.0	98.0
ENSG00000207636	7499	249.0	142.0	697.0	599.0
ENSG00000081181	27499	667.0	796.0	1392.0	1465.0
ENSG00000233613	3999	35.0	48.0	10.0	25.0
ENSG00000140297	6499	59.0	69.0	97.0	127.0
ENSG00000176171	14499	470.0	466.0	566.0	534.0
ENSG00000067704	19999	1329.0	1362.0	782.0	1054.0
ENSG00000172315	5999	39.0	69.0	103.0	64.0
ENSG00000228492	14499	276.0	263.0	286.0	248.0
ENSG00000258714	5499	285.0	147.0	123.0	121.0
ENSG00000232926	8499	90.0	57.0	242.0	249.0
ENSG00000257267	8499	92.0	118.0	634.0	604.0
ENSG00000196584	5499	25.0	21.0	35.0	58.0
ENSG00000101474	8499	2.0	2.0	181.0	262.0
ENSG00000231468	48999	5302.0	5194.0	5418.0	5256.0
ENSG00000163946	5499	172.0	161.0	81.0	69.0
ENSG00000273306	22999	202.0	217.0	468.0	458.0
ENSG00000112576	7999	506.0	508.0	327.0	381.0
ENSG00000144395	5499	237.0	258.0	127.0	179.0
ENSG00000011523	6499	1013.0	1086.0	965.0	1290.0
ENSG00000139438	14999	22.0	32.0	2264.0	2057.0
ENSG00000198522	11499	811.0	787.0	805.0	859.0
ENSG00000123870	17999	1419.0	1562.0	3627.0	3582.0
ENSG00000224950	5999	9.0	7.0	81.0	59.0
ENSG00000203615	7499	72.0	70.0	103.0	104.0
ENSG00000268858	12499	121.0	114.0	937.0	675.0
ENSG00000076826	10999	652.0	538.0	631.0	828.0
ENSG00000261420	4499	5.0	4.0	37.0	42.0
ENSG00000127366	8499	32.0	42.0	151.0	166.0
ENSG00000122678	16019	958.0	923.0	1227.0	1315.0
ENSG00000185049	9999	523.0	494.0	456.0	549.0
ENSG00000162129	11499	290.0	300.0	163.0	168.0
ENSG00000135469	5999	3442.0	3925.0	2318.0	2089.0
ENSG00000143514	11499	7770.0	9090.0	5825.0	6535.0
ENSG00000103490	4499	18.0	15.0	59.0	53.0
ENSG00000042286	4999	24.0	28.0	58.0	20.0
ENSG00000271734	5499	10.0	6.0	111.0	67.0
ENSG00000125657	56999	61.0	63.0	6390.0	3921.0
ENSG00000230163	4999	719.0	752.0	250.0	234.0
ENSG00000173875	22499	2402.0	2309.0	3539.0	3788.0
ENSG00000100564	4999	51.0	30.0	47.0	54.0
ENSG00000128534	11499	101.0	125.0	237.0	314.0
ENSG00000244623	14499	15.0	5.0	461.0	393.0
ENSG00000213523	9499	1895.0	1679.0	1717.0	1662.0
ENSG00000104804	8999	6628.0	5741.0	1744.0	1886.0
ENSG00000139620	5999	5.0	6.0	214.0	252.0
ENSG00000248641	15499	418.0	459.0	1058.0	882.0
ENSG00000237522	7999	163.0	154.0	245.0	190.0
ENSG00000113368	8999	2.0	1.0	281.0	154.0
ENSG00000130830	5999	942.0	1037.0	211.0	268.0
ENSG00000254422	20999	629.0	544.0	449.0	515.0
ENSG00000162188	8499	773.0	726.0	684.0	791.0
ENSG00000119004	9999	257.0	261.0	191.0	250.0
ENSG00000183977	7999	200.0	228.0	344.0	281.0
ENSG00000126461	6499	910.0	758.0	850.0	1085.0
ENSG00000260121	8499	1207.0	552.0	1357.0	1572.0
ENSG00000172115	14999	365.0	230.0	370.0	446.0
ENSG00000198682	14499	652.0	654.0	881.0	977.0
ENSG00000238334	5499	278.0	287.0	140.0	157.0
ENSG00000267959	4499	175.0	186.0	61.0	64.0
ENSG00000142733	17499	142.0	151.0	402.0	351.0
ENSG00000227039	6499	74.0	57.0	76.0	92.0
ENSG00000173517	7499	8.0	7.0	78.0	120.0
ENSG00000129673	4999	455.0	442.0	210.0	271.0
ENSG00000185619	11999	77.0	33.0	732.0	718.0
ENSG00000258442	6499	216.0	180.0	164.0	195.0
ENSG00000268678	23499	125.0	130.0	998.0	892.0
ENSG00000272462	12999	31.0	23.0	524.0	411.0
ENSG00000258890	9999	422.0	417.0	315.0	320.0
ENSG00000189180	6499	106.0	89.0	138.0	104.0
ENSG00000138018	7999	3.0	2.0	145.0	115.0
ENSG00000197157	33999	119.0	65.0	1314.0	1331.0
ENSG00000184209	7999	128.0	161.0	68.0	65.0
ENSG00000185090	5499	626.0	655.0	337.0	389.0
ENSG00000228988	8999	63.0	34.0	167.0	157.0
ENSG00000225779	6999	67.0	98.0	111.0	71.0
ENSG00000136002	6499	1272.0	1099.0	1146.0	1495.0
ENSG00000126458	5999	105.0	72.0	76.0	246.0
ENSG00000267791	3999	104.0	81.0	66.0	76.0
ENSG00000267957	18499	3283.0	3717.0	4103.0	4424.0
ENSG00000053501	4999	18.0	26.0	109.0	136.0
ENSG00000168904	7499	21.0	23.0	146.0	190.0
ENSG00000092529	6499	648.0	723.0	507.0	656.0
ENSG00000197548	47499	945.0	746.0	1179.0	1055.0
ENSG00000253200	13999	557.0	398.0	604.0	616.0
ENSG00000162746	3999	33.0	36.0	50.0	76.0
ENSG00000272843	12999	86.0	111.0	494.0	292.0
ENSG00000198586	9999	62.0	75.0	194.0	152.0
ENSG00000212579	4499	63.0	63.0	22.0	33.0
ENSG00000207383	7499	1357.0	1425.0	247.0	337.0
ENSG00000153048	3999	423.0	413.0	380.0	365.0
ENSG00000164411	10999	14.0	16.0	182.0	175.0
ENSG00000163795	6499	537.0	533.0	546.0	613.0
ENSG00000105072	6999	1335.0	933.0	736.0	501.0
ENSG00000091106	6499	749.0	816.0	732.0	672.0
ENSG00000163162	7499	463.0	499.0	412.0	514.0
ENSG00000062716	42499	318.0	392.0	2327.0	1813.0
ENSG00000258297	11999	192.0	196.0	399.0	238.0
ENSG00000111790	3999	23.0	21.0	38.0	43.0
ENSG00000241640	11499	2.0	10.0	290.0	206.0
ENSG00000170759	19499	30.0	28.0	880.0	686.0
ENSG00000173432	12999	209.0	249.0	515.0	586.0
ENSG00000185245	4499	555.0	618.0	376.0	451.0
ENSG00000201725	3999	4.0	8.0	49.0	44.0
ENSG00000253607	3999	39.0	41.0	15.0	59.0
ENSG00000186710	8499	451.0	312.0	180.0	314.0
ENSG00000143156	5999	164.0	244.0	562.0	739.0
ENSG00000272037	4499	120.0	162.0	120.0	104.0
ENSG00000103051	7999	224.0	218.0	157.0	170.0
ENSG00000169972	12999	1504.0	1072.0	1633.0	1517.0
ENSG00000197982	8999	303.0	299.0	512.0	544.0
ENSG00000166477	17499	281.0	377.0	263.0	201.0
ENSG00000267950	3999	638.0	610.0	432.0	376.0
ENSG00000264081	6499	54.0	38.0	156.0	178.0
ENSG00000267404	15999	162.0	258.0	596.0	625.0
ENSG00000128563	5999	5.0	6.0	81.0	96.0
ENSG00000101236	11499	234.0	168.0	515.0	490.0
ENSG00000108840	4999	438.0	525.0	439.0	363.0
ENSG00000223374	5999	185.0	151.0	151.0	207.0
ENSG00000264535	5499	62.0	38.0	64.0	71.0
ENSG00000225920	3999	27.0	43.0	38.0	40.0
ENSG00000149646	8999	2.0	1.0	101.0	46.0
ENSG00000261684	6499	193.0	222.0	249.0	333.0
ENSG00000260095	3999	76.0	44.0	22.0	12.0
ENSG00000144857	4999	79.0	74.0	81.0	75.0
ENSG00000268475	8999	1411.0	1397.0	934.0	962.0
ENSG00000010244	62033	282.0	340.0	7782.0	5006.0
ENSG00000129744	5499	15.0	27.0	81.0	89.0
ENSG00000173598	28999	1872.0	2188.0	1697.0	1725.0
ENSG00000108061	4499	9.0	9.0	47.0	71.0
ENSG00000168495	5499	84.0	60.0	162.0	189.0
ENSG00000009790	22499	3911.0	3527.0	1024.0	1370.0
ENSG00000154305	4999	99.0	96.0	111.0	142.0
ENSG00000162755	17499	1019.0	1086.0	872.0	1187.0
ENSG00000157637	5499	111.0	143.0	127.0	192.0
ENSG00000141428	34999	1395.0	1654.0	1391.0	1639.0
ENSG00000273319	13999	228.0	164.0	264.0	266.0
ENSG00000269295	8499	663.0	532.0	362.0	442.0
ENSG00000237037	7499	22.0	21.0	82.0	78.0
ENSG00000126088	6499	24.0	33.0	40.0	115.0
ENSG00000238985	3999	1.0	1.0	27.0	25.0
ENSG00000125652	7499	1438.0	1420.0	1202.0	1492.0
ENSG00000011198	83999	6.0	22.0	2246.0	2233.0
ENSG00000116032	7499	2424.0	1888.0	2477.0	2930.0
ENSG00000168282	7999	172.0	172.0	146.0	141.0
ENSG00000162869	4999	32.0	25.0	66.0	25.0
ENSG00000167676	4999	242.0	193.0	102.0	111.0
ENSG00000273338	8499	37.0	15.0	100.0	110.0
ENSG00000262140	9999	36.0	37.0	255.0	179.0
ENSG00000105131	17903	9.0	12.0	254.0	212.0
ENSG00000232818	12499	67.0	81.0	248.0	258.0
ENSG00000267963	4499	3.0	0.0	14.0	33.0
ENSG00000119772	5499	87.0	68.0	157.0	160.0
ENSG00000221743	3999	363.0	296.0	279.0	313.0
ENSG00000105717	18499	19.0	12.0	404.0	311.0
ENSG00000205559	6999	18.0	23.0	105.0	117.0
ENSG00000183155	4999	102.0	100.0	69.0	87.0
ENSG00000158552	7999	123.0	146.0	78.0	95.0
ENSG00000103365	4999	38.0	46.0	66.0	74.0
ENSG00000140157	22999	915.0	1070.0	1260.0	1448.0
ENSG00000272638	5999	33.0	29.0	81.0	91.0
ENSG00000179409	11999	1619.0	1515.0	358.0	415.0
ENSG00000213923	17499	104.0	106.0	752.0	754.0
ENSG00000162139	29999	69.0	34.0	1098.0	870.0
ENSG00000272936	13999	150.0	135.0	289.0	310.0
ENSG00000135956	32999	164.0	126.0	1245.0	1195.0
ENSG00000110446	3999	195.0	209.0	264.0	218.0
ENSG00000141458	4999	16.0	8.0	39.0	76.0
ENSG00000252075	6999	107.0	126.0	140.0	124.0
ENSG00000142166	7999	25.0	45.0	98.0	97.0
ENSG00000168038	14999	1573.0	1537.0	1466.0	1925.0
ENSG00000104884	11999	423.0	381.0	775.0	581.0
ENSG00000213020	4499	184.0	175.0	189.0	172.0
ENSG00000111684	4999	316.0	377.0	274.0	339.0
ENSG00000109572	3999	9.0	19.0	40.0	39.0
ENSG00000252061	11499	540.0	523.0	255.0	327.0
ENSG00000064995	14499	234.0	237.0	383.0	336.0
ENSG00000226143	3999	52.0	31.0	88.0	75.0
ENSG00000108883	7499	62.0	39.0	212.0	141.0
ENSG00000272175	20999	1567.0	1565.0	1487.0	1838.0
ENSG00000270558	6499	6.0	9.0	41.0	55.0
ENSG00000108306	6999	184.0	221.0	223.0	294.0
ENSG00000167476	14499	6082.0	5407.0	3188.0	2752.0
ENSG00000113231	3999	171.0	177.0	136.0	207.0
ENSG00000105819	6499	36.0	27.0	75.0	65.0
ENSG00000207457	9499	412.0	454.0	528.0	584.0
ENSG00000197334	10999	3080.0	3502.0	2112.0	2239.0
ENSG00000233708	3999	1.0	0.0	87.0	80.0
ENSG00000235884	10999	303.0	357.0	328.0	391.0
ENSG00000244124	14999	235.0	231.0	533.0	628.0
ENSG00000264144	26499	1989.0	1232.0	10653.0	9478.0
ENSG00000188312	10499	62.0	60.0	151.0	125.0
ENSG00000100418	16499	346.0	250.0	1678.0	1278.0
ENSG00000118579	9999	46.0	52.0	289.0	233.0
ENSG00000101473	4999	118.0	104.0	92.0	93.0
ENSG00000047849	6499	1009.0	945.0	716.0	849.0
ENSG00000126001	6499	83.0	91.0	46.0	60.0
ENSG00000240974	8999	45.0	38.0	107.0	95.0
ENSG00000259684	5499	392.0	424.0	319.0	234.0
ENSG00000129255	4499	211.0	162.0	413.0	379.0
ENSG00000173080	5499	859.0	995.0	272.0	296.0
ENSG00000166333	7499	4353.0	4935.0	4536.0	3805.0
